Dep_Airport_ID,ARP_Latitude,ARP_Longitude,Schedule,"Runway ID",Length,Width,"Surface Type Condition","Edge Light Intensity","WBC Single","WBC Dual","WBC Two Dual","WBC Tandem Two Dual","Base Marking Condition"
OWD,042-11-25.9000N,071-10-22.6000W,"ALL/MON - FRI/0800-1700",17/35,4007,100,ASPH-G,MED,58,69,,,G
OWD,042-11-25.9000N,071-10-22.6000W,"ALL/MON - FRI/0800-1700",10/28,3995,75,ASPH-G,,58,69,,,G
BWI,039-10-32.6200N,076-40-08.3700W,ALL/ALL/ALL,15R/33L,9501,150,ASPH-G,HIGH,80,220,675,890,G
BWI,039-10-32.6200N,076-40-08.3700W,ALL/ALL/ALL,15L/33R,5000,100,ASPH-F,HIGH,30,45,,,G
BWI,039-10-32.6200N,076-40-08.3700W,ALL/ALL/ALL,10/28,10503,150,ASPH-G,HIGH,80,220,1020,1340,G
FDK,039-25-01.2800N,077-22-29.0400W,ALL/ALL/0700-2100++,05/23,5819,100,ASPH-G,HIGH,60,,,,G
FDK,039-25-01.2800N,077-22-29.0400W,ALL/ALL/0700-2100++,12/30,3599,75,ASPH-G,MED,,,,,F
BGR,044-48-26.8000N,068-49-41.3000W,ALL/ALL/ALL,15/33,11440,200,ASPH-G,HIGH,100,210,400,,G
BGR,044-48-26.8000N,068-49-41.3000W,ALL/ALL/ALL,H1,100,100,CONC-G,,,,,,
RKD,044-03-36.5100N,069-05-58.8100W,ALL/MON-FRI/0600-1700,13/31,5412,100,ASPH-E,HIGH,65,80,,,G
RKD,044-03-36.5100N,069-05-58.8100W,ALL/MON-FRI/0600-1700,03/21,4000,100,ASPH-G,MED,65,80,,,G
SFM,043-23-37.7000N,070-42-28.8000W,JUN-SEPT/ALL/0700-1900,14/32,4999,100,ASPH-G,MED,,72,,,G
SFM,043-23-37.7000N,070-42-28.8000W,OCT-MAY/ALL/0700-1700,14/32,4999,100,ASPH-G,MED,,72,,,G
SFM,043-23-37.7000N,070-42-28.8000W,JUN-SEPT/ALL/0700-1900,07/25,6389,100,ASPH-G,HIGH,65,100,,,G
SFM,043-23-37.7000N,070-42-28.8000W,OCT-MAY/ALL/0700-1700,07/25,6389,100,ASPH-G,HIGH,65,100,,,G
LAN,042-46-43.1000N,084-35-10.3000W,ALL/ALL/ALL,10L/28R,3601,75,ASPH-F,,12,,,,F
LAN,042-46-43.1000N,084-35-10.3000W,ALL/ALL/ALL,06/24,5003,120,ASPH-F,MED,45,65,100,,G
LAN,042-46-43.1000N,084-35-10.3000W,ALL/ALL/ALL,10R/28L,8506,150,ASPH-G,HIGH,100,175,300,,G
TVC,044-44-29.6800N,085-34-54.7300W,ALL/ALL/0400-0100,18/36,5378,150,ASPH-F,MED,70,110,190,,G
TVC,044-44-29.6800N,085-34-54.7300W,ALL/ALL/0400-0100,10/28,7016,150,ASPH-F,HIGH,120,230,440,,G
GLR,045-00-46.9000N,084-42-12.4000W,NOV-APR/ALL/0630-1700,18/36,4200,75,ASPH-G,MED,12,,,,F
GLR,045-00-46.9000N,084-42-12.4000W,MAY-OCT/ALL/0730-1800,18/36,4200,75,ASPH-G,MED,12,,,,F
GLR,045-00-46.9000N,084-42-12.4000W,NOV-APR/ALL/0630-1700,09/27,6579,150,ASPH-G,HIGH,,100,,,F
GLR,045-00-46.9000N,084-42-12.4000W,MAY-OCT/ALL/0730-1800,09/27,6579,150,ASPH-G,HIGH,,100,,,F
OZW,042-37-45.9400N,083-58-55.9000W,ALL/MON-FRI/0700-1700,13/31,5002,100,CONC-G,HIGH,100,,,,F
OZW,042-37-45.9400N,083-58-55.9000W,ALL/SAT-SUN/0800-1200,13/31,5002,100,CONC-G,HIGH,100,,,,F
OSC,044-27-05.5000N,083-23-39.0000W,"ALL/SAT-SUN/ON CALL",07/25,11800,200,ASPH-G,HIGH,155,330,550,,G
OSC,044-27-05.5000N,083-23-39.0000W,ALL/MON-FRI/0800-1700,07/25,11800,200,ASPH-G,HIGH,155,330,550,,G
PLN,045-34-15.3000N,084-47-48.2000W,ALL/ALL/0600-2300,14/32,6513,150,ASPH-G,HIGH,76,115,215,,F
PLN,045-34-15.3000N,084-47-48.2000W,ALL/ALL/0600-2300,05/23,5401,150,ASPH-G,MED,76,115,215,,F
SAW,046-20-56.9700N,087-23-46.9400W,ALL/ALL/0500-2000,01/19,9072,150,ASPH-G,HIGH,114,181,317,741,F
LWA,042-21-04.7800N,086-15-20.6600W,ALL/ALL/0900-1700,14/32,3260,190,TURF-F,,,,,,
LWA,042-21-04.7800N,086-15-20.6600W,ALL/ALL/0900-1700,05/23,4800,75,ASPH-G,MED,12,,,,G
AIT,046-32-54.4600N,093-40-35.8800W,NOV-MAR/MON-FRI/0900-1700,16/34,4000,75,ASPH-F,MED,12,,,,G
AIT,046-32-54.4600N,093-40-35.8800W,APR-OCT/ALL/0800-1700,16/34,4000,75,ASPH-F,MED,12,,,,G
AIT,046-32-54.4600N,093-40-35.8800W,NOV-MAR/MON-FRI/0900-1700,08/26,3123,140,TURF-G,,,,,,
AIT,046-32-54.4600N,093-40-35.8800W,APR-OCT/ALL/0800-1700,08/26,3123,140,TURF-G,,,,,,
ANE,045-08-41.6000N,093-12-36.7000W,ALL/ALL/ALL,09/27,5000,100,ASPH-G,HIGH,23,60,,,G
ANE,045-08-41.6000N,093-12-36.7000W,ALL/ALL/ALL,18/36,4855,100,ASPH-G,MED,23,60,,,G
AUM,043-39-45.5000N,092-55-58.5000W,ALL/MON-FRI/0800-1700,17/35,5800,100,CONC-G,HIGH,100,135,,,G
AUM,043-39-45.5000N,092-55-58.5000W,ALL/SUN/0900-1500,17/35,5800,100,CONC-G,HIGH,100,135,,,G
AUM,043-39-45.5000N,092-55-58.5000W,ALL/SAT/0800-1600,17/35,5800,100,CONC-G,HIGH,100,135,,,G
BJI,047-30-38.6000N,094-56-05.0000W,ALL/TUE-FRI/0600-2100,07/25,5700,150,ASPH-E,MED,75,200,,,G
BJI,047-30-38.6000N,094-56-05.0000W,ALL/SAT-SUN/0800-1700,07/25,5700,150,ASPH-E,MED,75,200,,,G
BJI,047-30-38.6000N,094-56-05.0000W,ALL/MON/0700-2100,07/25,5700,150,ASPH-E,MED,75,200,,,G
BJI,047-30-38.6000N,094-56-05.0000W,ALL/TUE-FRI/0600-2100,13/31,7004,150,ASPH-E,HIGH,75,200,,,G
BJI,047-30-38.6000N,094-56-05.0000W,ALL/SAT-SUN/0800-1700,13/31,7004,150,ASPH-E,HIGH,75,200,,,G
BJI,047-30-38.6000N,094-56-05.0000W,ALL/MON/0700-2100,13/31,7004,150,ASPH-E,HIGH,75,200,,,G
BRD,046-24-15.2000N,094-08-01.7000W,NOV-JUN/ALL/0500-2300,16/34,7100,150,CONC-E,HIGH,75,125,220,,G
BRD,046-24-15.2000N,094-08-01.7000W,JUL-OCT/ALL/0500-2300,16/34,7100,150,CONC-E,HIGH,75,125,220,,G
BRD,046-24-15.2000N,094-08-01.7000W,NOV-JUN/ALL/0500-2300,05/23,6512,150,CONC-G,HIGH,75,125,220,,G
BRD,046-24-15.2000N,094-08-01.7000W,JUL-OCT/ALL/0500-2300,05/23,6512,150,CONC-G,HIGH,75,125,220,,G
BRD,046-24-15.2000N,094-08-01.7000W,NOV-JUN/ALL/0500-2300,H1,60,60,CONC-G,PERI,,,,,G
BRD,046-24-15.2000N,094-08-01.7000W,JUL-OCT/ALL/0500-2300,H1,60,60,CONC-G,PERI,,,,,G
COQ,046-42-04.0000N,092-30-12.8000W,ALL/MON-SAT/0800-1700,07/25,3100,75,ASPH-F,MED,,,,,G
COQ,046-42-04.0000N,092-30-12.8000W,ALL/MON-SAT/0800-1700,18/36,4002,75,ASPH-F,MED,8,12,,,G
DLH,046-50-31.4500N,092-11-35.6500W,ALL/ALL/ALL,09/27,10591,150,CONC-F,HIGH,94,180,650,,G
DLH,046-50-31.4500N,092-11-35.6500W,ALL/ALL/ALL,03/21,5719,150,ASPH-G,MED,52,100,361,,G
ELO,047-49-26.4500N,091-49-45.5500W,ALL/ALL/0800-1700,12/30,5596,100,ASPH-G,MED,99,159,,,G
INL,048-33-56.1200N,093-24-07.8500W,ALL/ALL/DALGT,13/31,7400,150,ASPH-G,HIGH,100,125,190,,G
INL,048-33-56.1200N,093-24-07.8500W,ALL/ALL/DALGT,04/22,2999,75,ASPH-F,,12,,,,F
FCM,044-49-39.0300N,093-27-30.8600W,ALL/ALL/ALL,18/36,2690,75,ASPH-G,MED,12,,,,G
FCM,044-49-39.0300N,093-27-30.8600W,ALL/ALL/ALL,10R/28L,5001,100,ASPH-G,HIGH,30,60,,,G
FCM,044-49-39.0300N,093-27-30.8600W,ALL/ALL/ALL,10L/28R,3901,75,ASPH-F,MED,12,,,,G
GPZ,047-12-33.4200N,093-30-35.8000W,APR-OCT/ALL/0700-2100,05/23,3000,60,ASPH-G,MED,125,,,,G
GPZ,047-12-33.4200N,093-30-35.8000W,NOV-MAR/ALL/0700-2000,05/23,3000,60,ASPH-G,MED,125,,,,G
GPZ,047-12-33.4200N,093-30-35.8000W,APR-OCT/ALL/0700-2100,16/34,5756,100,ASPH-G,HIGH,23,38,78,,G
GPZ,047-12-33.4200N,093-30-35.8000W,NOV-MAR/ALL/0700-2000,16/34,5756,100,ASPH-G,HIGH,23,38,78,,G
MKT,044-13-22.0000N,093-55-09.5000W,ALL/MON-FRI/0700-2000,15/33,6600,100,CONC-G,HIGH,60,120,155,237,G
MKT,044-13-22.0000N,093-55-09.5000W,ALL/SAT-SUN/0800-1900,15/33,6600,100,CONC-G,HIGH,60,120,155,237,G
MKT,044-13-22.0000N,093-55-09.5000W,ALL/MON-FRI/0700-2000,04/22,4000,75,ASPH-G,MED,18,25,,,G
MKT,044-13-22.0000N,093-55-09.5000W,ALL/SAT-SUN/0800-1900,04/22,4000,75,ASPH-G,MED,18,25,,,G
MSP,044-52-55.1000N,093-13-18.4000W,ALL/ALL/ALL,04/22,11006,150,CONC-G,HIGH,100,200,400,850,G
MSP,044-52-55.1000N,093-13-18.4000W,ALL/ALL/ALL,17/35,8000,150,CONC-G,HIGH,100,200,400,850,G
MSP,044-52-55.1000N,093-13-18.4000W,ALL/ALL/ALL,12R/30L,10000,200,CONC-G,HIGH,100,200,400,850,G
MSP,044-52-55.1000N,093-13-18.4000W,ALL/ALL/ALL,12L/30R,8200,150,CONC-F,HIGH,100,200,400,850,G
HIB,047-23-11.6700N,092-50-20.3200W,ALL/ALL/0600-2200,04/22,3075,75,ASPH-E,,35,45,,,G
HIB,047-23-11.6700N,092-50-20.3200W,ALL/ALL/0600-2200,13/31,6758,150,ASPH-E,HIGH,60,100,160,,G
TWM,047-02-56.9000N,091-44-42.8000W,MAY-OCT/SUN-SAT/0800-1700,15/33,2581,150,TURF-G,,,,,,
TWM,047-02-56.9000N,091-44-42.8000W,NOV-APR/MON-FRI/0800-1700,15/33,2581,150,TURF-G,,,,,,
TWM,047-02-56.9000N,091-44-42.8000W,MAY-OCT/SUN-SAT/0800-1700,06/24,4400,75,ASPH-G,MED,,,,,F
TWM,047-02-56.9000N,091-44-42.8000W,NOV-APR/MON-FRI/0800-1700,06/24,4400,75,ASPH-G,MED,,,,,F
RST,043-54-29.8000N,092-30-00.1000W,ALL/ALL/ALL,13/31,9034,150,CONC-G,HIGH,100,175,300,,G
RST,043-54-29.8000N,092-30-00.1000W,ALL/ALL/ALL,02/20,7301,150,CONC-G,MED,100,175,300,,G
SGS,044-51-25.7000N,093-01-58.3000W,ALL/SUN/0830-1530,16/34,4002,100,ASPH-G,MED,30,57,,,G
SGS,044-51-25.7000N,093-01-58.3000W,ALL/MON-SAT/0830-1700,16/34,4002,100,ASPH-G,MED,30,57,,,G
STP,044-56-04.6400N,093-03-37.2300W,ALL/ALL/ALL,14/32,6491,150,ASPH-G,HIGH,83,111,197,,G
STP,044-56-04.6400N,093-03-37.2300W,ALL/ALL/ALL,13/31,4004,150,ASPH-G,HIGH,97,135,228,,G
STP,044-56-04.6400N,093-03-37.2300W,ALL/ALL/ALL,09/27,3642,100,ASPH-G,MED,12,,,,G
RRT,048-56-29.3000N,095-20-54.5000W,ALL/MON-FRI/0700-1700,13/31,5400,100,ASPH-G,HIGH,30,40,,,G
RRT,048-56-29.3000N,095-20-54.5000W,ALL/MON-FRI/0700-1700,04/22,2987,150,TURF-G,,,,,,
M17,037-35-45.9800N,093-20-51.7100W,ALL/MON-SAT/0800-1700,18/36,4000,75,ASPH-E,MED,12,,,,G
BBG,036-31-55.5000N,093-12-01.9600W,ALL/ALL/ALL,14/32,7140,150,CONC-G,HIGH,75,200,350,700,G
CGI,037-13-31.1000N,089-34-14.7000W,ALL/SAT-SUN/0600-1800,02/20,3997,100,ASPH-CONC-F,MED,45,60,100,,G
CGI,037-13-31.1000N,089-34-14.7000W,ALL/MON-FRI/0600-1900,02/20,3997,100,ASPH-CONC-F,MED,45,60,100,,G
CGI,037-13-31.1000N,089-34-14.7000W,ALL/SAT-SUN/0600-1800,10/28,6500,150,CONC-G,HIGH,93,125,215,,G
CGI,037-13-31.1000N,089-34-14.7000W,ALL/MON-FRI/0600-1900,10/28,6500,150,CONC-G,HIGH,93,125,215,,G
MKC,039-07-22.6000N,094-35-34.2000W,ALL/ALL/ALL,03/21,5050,100,ASPH-E,HIGH,48,73,136,,G
MKC,039-07-22.6000N,094-35-34.2000W,ALL/ALL/ALL,01/19,6827,150,CONC-E,HIGH,86,171,342,,G
TKX,036-13-33.1000N,090-02-11.9100W,ALL/MON-SAT/0800-1700,02/20,5000,75,CONC-G,MED,30,42,,,G
TKX,036-13-33.1000N,090-02-11.9100W,ALL/SUN/1300-1700,02/20,5000,75,CONC-G,MED,30,42,,,G
TKX,036-13-33.1000N,090-02-11.9100W,ALL/MON-SAT/0800-1700,18/36,3012,75,ASPH-G,MED,10,,,,G
TKX,036-13-33.1000N,090-02-11.9100W,ALL/SUN/1300-1700,18/36,3012,75,ASPH-G,MED,10,,,,G
IRK,040-05-36.5000N,092-32-41.7000W,ALL/ALL/0530-2000,18/36,6005,100,CONC-F,HIGH,30,48,85,,F
IRK,040-05-36.5000N,092-32-41.7000W,ALL/ALL/0530-2000,09/27,1370,100,TURF-G,,,,,,
AIZ,038-05-45.7000N,092-32-58.1000W,MAY-SEP/THU-SUN/0800-2000,04/22,6497,100,ASPH-G,MED,55,70,215,,F
AIZ,038-05-45.7000N,092-32-58.1000W,OCT-APR/ALL/0800-1800,04/22,6497,100,ASPH-G,MED,55,70,215,,F
AIZ,038-05-45.7000N,092-32-58.1000W,MAY-SEP/MON-WED/0800-1800,04/22,6497,100,ASPH-G,MED,55,70,215,,F
MBY,039-27-47.4100N,092-25-33.2000W,ALL/ALL/0800-1700,13/31,5000,75,CONC-E,MED,30,38,,,G
MBY,039-27-47.4100N,092-25-33.2000W,ALL/ALL/0800-1700,05/23,3350,60,CONC-E,MED,4,,,,G
VIH,038-07-38.7500N,091-46-10.2500W,ALL/MON-FRI/0600-1700,04/22,5500,100,ASPH-E,MED,75,85,130,,G
VIH,038-07-38.7500N,091-46-10.2500W,ALL/SAT-SUN/0700-1700,04/22,5500,100,ASPH-E,MED,75,85,130,,G
VIH,038-07-38.7500N,091-46-10.2500W,ALL/MON-FRI/0600-1700,13/31,5501,100,ASPH-F,MED,48,62,92,,F
VIH,038-07-38.7500N,091-46-10.2500W,ALL/SAT-SUN/0700-1700,13/31,5501,100,ASPH-F,MED,48,62,92,,F
SIK,036-53-56.0000N,089-33-42.3000W,ALL/ALL/0800-1700,03/21,5502,100,ASPH-G,MED,30,38,,,P
SGF,037-14-44.4000N,093-23-19.1000W,ALL/ALL/ALL,14/32,8000,150,CONC-E,HIGH,135,170,300,,G
SGF,037-14-44.4000N,093-23-19.1000W,ALL/ALL/ALL,02/20,7003,150,CONC-G,HIGH,135,170,300,,G
GTR,033-26-53.8000N,088-35-29.0000W,ALL/ALL/ALL,18/36,8003,150,ASPH-G,HIGH,120,239,385,669,G
HEZ,031-36-49.1800N,091-17-50.4100W,ALL/ALL/0600-2000,13/31,6500,150,ASPH-P,HIGH,50,78,172,,F
HEZ,031-36-49.1800N,091-17-50.4100W,ALL/ALL/0600-2000,18/36,5000,150,ASPH-P,MED,83,113,65,,P
JAN,032-18-40.2000N,090-04-33.2000W,ALL/ALL/ALL,16R/34L,8500,150,ASPH-E,HIGH,130,140,250,720,G
JAN,032-18-40.2000N,090-04-33.2000W,ALL/ALL/ALL,16L/34R,8500,150,ASPH-G,HIGH,75,200,390,850,G
MEI,032-19-57.4000N,088-45-06.7000W,ALL/ALL/0600-2200,01/19,10003,150,ASPH-CONC-G,HIGH,120,250,550,,F
MEI,032-19-57.4000N,088-45-06.7000W,ALL/ALL/0600-2200,04/22,4599,150,ASPH-P,MED,78,118,211,,F
HSA,030-22-04.1000N,089-27-16.6100W,ALL/SAT-SUN/0800-2000,18/36,8498,150,ASPH-G,HIGH,,,472,955,P
HSA,030-22-04.1000N,089-27-16.6100W,ALL/MON-FRI/0700-1900,18/36,8498,150,ASPH-G,HIGH,,,472,955,P
UOX,034-23-03.6000N,089-32-12.5000W,ALL/ALL/0700-1800,09/27,5600,100,ASPH-F,MED,38,55,90,,F
VKS,032-14-20.9000N,090-55-41.5000W,ALL/MON-FRI/0730-1700,01/19,5001,100,ASPH-F,MED,30,50,90,,F
BHK,046-20-47.8000N,104-15-29.2000W,ALL/SAT/0800-1200,13/31,5904,75,ASPH-E,MED,20,26,,,G
BHK,046-20-47.8000N,104-15-29.2000W,ALL/MON-FRI/0800-1700,13/31,5904,75,ASPH-E,MED,20,26,,,G
BTM,045-57-17.3000N,112-29-50.9000W,ALL/ALL/DAWN-DUSK,15/33,9000,150,ASPH-G,MED,60,125,175,,G
BTM,045-57-17.3000N,112-29-50.9000W,ALL/ALL/DAWN-DUSK,12/30,5100,75,ASPH-G,MED,12,,,,G
6S0,045-48-23.3200N,109-58-41.7200W,"ALL/SAT-SUN/ON CALL",18/36,3475,75,TURF-G,,,,,,
6S0,045-48-23.3200N,109-58-41.7200W,ALL/MON-FRI/0800-1700,18/36,3475,75,TURF-G,,,,,,
6S0,045-48-23.3200N,109-58-41.7200W,"ALL/SAT-SUN/ON CALL",06/24,5285,75,ASPH-G,MED,12,,,,G
6S0,045-48-23.3200N,109-58-41.7200W,ALL/MON-FRI/0800-1700,06/24,5285,75,ASPH-G,MED,12,,,,G
BIL,045-48-28.2600N,108-32-36.7600W,ALL/ALL/ALL,07/25,5501,75,ASPH-G,MED,12,,,,G
BIL,045-48-28.2600N,108-32-36.7600W,ALL/ALL/ALL,10L/28R,10518,150,ASPH-G,HIGH,120,214,365,,G
BIL,045-48-28.2600N,108-32-36.7600W,ALL/ALL/ALL,10R/28L,3800,75,ASPH-G,MED,12,,,,F
BZN,045-46-38.0500N,111-09-00.9400W,ALL/ALL/0500-0100,11G/29G,2802,80,TURF-G,,,,,,
BZN,045-46-38.0500N,111-09-00.9400W,ALL/ALL/0500-0100,03/21,2650,75,ASPH-G,,12,,,,G
BZN,045-46-38.0500N,111-09-00.9400W,ALL/ALL/0500-0100,12/30,8994,150,ASPH-G,HIGH,120,250,550,1120,G
BZN,045-46-38.0500N,111-09-00.9400W,ALL/ALL/0500-0100,11/29,5050,75,ASPH-G,MED,12,,,,G
CTB,048-36-30.0800N,112-22-34.1400W,ALL/ALL/0830-1730,05/23,5300,75,ASPH-E,MED,27,37,,,G
CTB,048-36-30.0800N,112-22-34.1400W,ALL/ALL/0830-1730,14/32,5300,75,ASPH-E,MED,27,37,,,G
38S,046-23-16.2000N,112-45-53.8000W,UNATNDD,13/31,5800,75,ASPH-E,MED,50,75,,,G
DLN,045-15-19.3000N,112-33-09.0000W,ALL/ALL/0800-1700,04/22,3600,60,ASPH-E,MED,12,,,,G
DLN,045-15-19.3000N,112-33-09.0000W,ALL/ALL/0800-1700,17/35,6501,75,ASPH-E,MED,58,75,129,,G
MLS,046-25-36.7900N,105-53-17.6100W,ALL/ALL/DALGT,13/31,5624,100,ASPH-G,MED,38,55,85,,G
MLS,046-25-36.7900N,105-53-17.6100W,ALL/ALL/DALGT,04/22,5764,75,ASPH-E,MED,24,24,,,G
GPI,048-18-37.8000N,114-15-21.6000W,ALL/ALL/ALL,12/30,3510,75,ASPH-G,MED,25,40,,,G
GPI,048-18-37.8000N,114-15-21.6000W,ALL/ALL/ALL,02/20,9007,150,ASPH-G,HIGH,115,198,321,,G
GTF,047-28-56.2800N,111-22-13.0100W,ALL/ALL/ALL,03/21,10502,150,ASPH-G,HIGH,116,225,424,915,G
GTF,047-28-56.2800N,111-22-13.0100W,ALL/ALL/ALL,17/35,6030,150,ASPH-G,MED,87,140,245,245,G
HLN,046-36-24.2000N,111-58-59.8000W,ALL/ALL/0500-0100,10/28,1584,75,TURF,,,,,,
HLN,046-36-24.2000N,111-58-59.8000W,ALL/ALL/0500-0100,17/35,2989,75,ASPH-F,MED,,,,,G
HLN,046-36-24.2000N,111-58-59.8000W,ALL/ALL/0500-0100,05/23,4644,75,ASPH-F,MED,21,30,,,G
HLN,046-36-24.2000N,111-58-59.8000W,ALL/ALL/0500-0100,09/27,9000,150,ASPH-G,HIGH,,160,250,420,G
LWT,047-02-57.3000N,109-28-00.1000W,ALL/MON-FRI/0800-1700,13/31,4102,62,ASPH-G,MED,12,,,,G
LWT,047-02-57.3000N,109-28-00.1000W,ALL/MON-FRI/0800-1700,08/26,6100,100,ASPH-G,MED,40,55,95,,G
LWT,047-02-57.3000N,109-28-00.1000W,ALL/MON-FRI/0800-1700,03/21,5600,101,ASPH-P,,12,80,120,,P
LTY,048-30-38.6000N,110-59-27.1100W,DEC-FEB/IREG/,16/34,1710,60,TURF-F,,,,,,
LTY,048-30-38.6000N,110-59-27.1100W,MAR-NOV/MON-FRI/0800-1700,16/34,1710,60,TURF-F,,,,,,
LTY,048-30-38.6000N,110-59-27.1100W,DEC-FEB/IREG/,07/25,4607,75,ASPH-E,MED,12,,,,G
LTY,048-30-38.6000N,110-59-27.1100W,MAR-NOV/MON-FRI/0800-1700,07/25,4607,75,ASPH-E,MED,12,,,,G
MSO,046-54-58.7000N,114-05-26.0000W,ALL/ALL/ALL,12/30,9501,150,ASPH-G,HIGH,145,170,255,,G
MSO,046-54-58.7000N,114-05-26.0000W,ALL/ALL/ALL,08/26,4612,75,ASPH-F,MED,30,50,,,G
8S1,047-41-43.6000N,114-11-07.0000W,ALL/ALL/0800-1700,03W/21W,4000,500,WATER,,,,,,
8S1,047-41-43.6000N,114-11-07.0000W,ALL/ALL/0800-1700,18/36,4194,75,ASPH-G,MED,17,,,,G
HRF,046-15-25.8000N,114-07-25.8400W,ALL/ALL/0800-1700,17/35,5200,75,ASPH-E,MED,40,53,,,G
7S0,047-34-01.8000N,114-06-03.9000W,UNATNDD,16/34,4798,75,ASPH-E,MED,,,,,G
RVF,045-32-07.5000N,112-18-08.2000W,ALL/MON-FRI/0800-1700,17/35,6000,60,ASPH-G,MED,60,78,99,,G
RVF,045-32-07.5000N,112-18-08.2000W,ALL/MON-FRI/0800-1700,07/25,2866,100,TURF-DIRT-G,,,,,,
SDY,047-42-24.7000N,104-11-33.2000W,ALL/ALL/0600-1900,11/29,4024,100,ASPH-G,MED,12,18,,,G
SDY,047-42-24.7000N,104-11-33.2000W,ALL/ALL/0600-1900,01/19,5705,100,ASPH-G,MED,46,61,109,,G
8S0,048-36-03.6000N,113-06-55.1000W,UNATNDD,06/24,4051,74,ASPH-G,MED,,,,,F
32S,046-31-30.4000N,114-03-10.1000W,UNATNDD,12/30,3809,75,ASPH-G,MED,12,,,,G
6S3,045-37-49.8900N,109-14-21.1700W,ALL/MON-FRI/0800-1700,10/28,3800,75,ASPH-E,MED,12,,,,G
WYS,044-41-18.2000N,111-07-03.5000W,MAY-OCT/ALL/0800-1700,01/19,8400,150,ASPH-G,HIGH,90,150,280,,G
AVL,035-26-10.0100N,082-32-31.3700W,ALL/ALL/ALL,17/35,8002,150,ASPH-E,HIGH,120,219,404,837,G
EQY,035-01-02.7000N,080-37-19.4000W,ALL/ALL/0700-1900,05/23,7001,100,ASPH-E,HIGH,35,68,,,G
JQF,035-23-15.9700N,080-42-32.8800W,ALL/ALL/ALL,02/20,7402,100,ASPH-G,HIGH,,129,,,G
MQI,035-55-08.3400N,075-41-43.9300W,ALL/ALL/0800-1900,05/23,4306,100,ASPH-E,MED,48,,,,G
MQI,035-55-08.3400N,075-41-43.9300W,ALL/ALL/0800-1900,17/35,3303,75,ASPH-G,MED,20,,,,G
14A,035-36-49.9300N,080-53-57.9500W,"ALL/MON - FRI/0800-1700",14/32,3147,40,ASPH-G,MED,8,,,,G
14A,035-36-49.9300N,080-53-57.9500W,"ALL/SAT - SUN/1000-1600",14/32,3147,40,ASPH-G,MED,8,,,,G
SOP,035-14-14.7200N,079-23-20.5200W,ALL/ALL/0800-2000,05/23,6503,150,ASPH-G,HIGH,100,162,,,G
GSO,036-06-04.7800N,079-56-28.0400W,ALL/ALL/ALL,05R/23L,10001,150,ASPH-G,HIGH,120,250,550,1051,G
GSO,036-06-04.7800N,079-56-28.0400W,ALL/ALL/ALL,05L/23R,9000,150,ASPH-F,HIGH,120,250,550,1120,G
GSO,036-06-04.7800N,079-56-28.0400W,ALL/ALL/ALL,14/32,6380,150,ASPH-F,HIGH,120,218,352,,G
SVH,035-45-54.0000N,080-57-14.0000W,ALL/MON-FRI/0600-2100,10/28,7003,100,ASPH-E,HIGH,30,100,,,G
SVH,035-45-54.0000N,080-57-14.0000W,ALL/SAT-SUN/0800-2100,10/28,7003,100,ASPH-E,HIGH,30,100,,,G
BIS,046-46-21.8400N,100-44-44.6600W,ALL/ALL/ALL,13/31,8794,150,ASPH-CONC-G,HIGH,130,180,340,,G
BIS,046-46-21.8400N,100-44-44.6600W,ALL/ALL/ALL,03/21,6600,100,ASPH-G,HIGH,130,180,340,,G
DIK,046-48-01.7000N,102-48-15.9700W,ALL/ALL/0700-1600,14/32,7301,150,CONC-E,HIGH,60,90,90,,G
DIK,046-48-01.7000N,102-48-15.9700W,ALL/ALL/0700-1600,07/25,4700,75,ASPH-G,MED,16,20,,,F
FAR,046-55-14.3000N,096-48-56.7000W,ALL/ALL/ALL,09/27,6302,100,CONC-G,MED,60,100,,,G
FAR,046-55-14.3000N,096-48-56.7000W,ALL/ALL/ALL,13/31,3801,75,CONC-G,MED,26,35,,,G
FAR,046-55-14.3000N,096-48-56.7000W,ALL/ALL/ALL,18/36,9001,150,CONC-G,HIGH,100,200,400,,G
JMS,046-55-47.0000N,098-40-41.5000W,ALL/MON-FRI/0800-1700,13/31,6502,100,ASPH-G,HIGH,130,160,250,,G
JMS,046-55-47.0000N,098-40-41.5000W,ALL/MON-FRI/0800-1700,04/22,5750,75,ASPH-F,MED,85,103,162,,G
S25,047-47-34.8000N,103-14-57.6700W,ALL/MON-FRI/0800-1700,12/30,6550,75,CONC-E,MED,78,98,186,,G
XWA,048-15-35.2200N,103-45-02.0000W,ALL/ALL/0700-1900,14/32,7503,150,CONC-E,HIGH,120,195,339,,G
XWA,048-15-35.2200N,103-45-02.0000W,ALL/ALL/0700-1900,04/22,4502,75,CONC-E,MED,12,,,,G
OMA,041-18-11.4000N,095-53-38.6000W,ALL/ALL/ALL,18/36,8154,150,CONC-E,HIGH,150,175,260,,G
OMA,041-18-11.4000N,095-53-38.6000W,ALL/ALL/ALL,14R/32L,9502,150,CONC-E,HIGH,100,184,346,,G
OMA,041-18-11.4000N,095-53-38.6000W,ALL/ALL/ALL,14L/32R,8500,150,CONC-E,HIGH,100,209,345,,G
FET,041-26-59.8000N,096-31-16.3000W,ALL/ALL/0700-2000,14/32,6353,100,CONC-G,MED,28,48,,,G
