,Loc Id,Facility Type,Wind Indicator,ARP Latitude DD,ARP Longitude DD,Runway Id,Surface Type Condition,Edge Light Intensity,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base Marking Condition,ICAO Id,Runway Id_y
253,7AK7,HELIPORT,,63.7384319444444,-148.881749722222,H4,WOOD,,,,,,,,4
254,2Z2,AIRPORT,,65.1759113888889,-150.220538611111,16/34,DIRT-L,,,,,,,,1
255,2Z3,AIRPORT,N,64.0421111111111,-148.863138888889,08/26,GRAVEL-P,,,,,,,,1
256,EXI,SEAPLANE BASE,Y,58.4204986111111,-135.449032777778,NW/SE,WATER,,,,,,,,1
257,FAI,AIRPORT,Y-L,64.8153555555556,-147.856666666667,02W/20W,WATER,,,,,,G,PAFA,4
258,FAI,AIRPORT,Y-L,64.8153555555556,-147.856666666667,02/20,GRVL,,,,,,,PAFA,4
259,FAI,AIRPORT,Y-L,64.8153555555556,-147.856666666667,02L/20R,ASPH-G,HIGH,75.0,220.0,580.0,1100.0,G,PAFA,4
260,FAI,AIRPORT,Y-L,64.8153555555556,-147.856666666667,02R/20L,ASPH-G,MED,,,,,G,PAFA,4
261,58AK,AIRPORT,Y,61.5525888888889,-149.339661111111,06/24,TURF,,,,,,,,1
262,65AK,AIRPORT,,61.5604069444444,-149.367770833333,06/24,TURF,,,,,,,,1
263,AK58,AIRPORT,,61.5400138888889,-149.548761111111,05/23,GRVL,,,,,,,,1
264,0AK9,AIRPORT,,61.33255,-150.059052777778,17/35,GRVL,,,,,,,,1
265,2Z6,SEAPLANE BASE,N,57.5321544444444,-135.213451111111,E/W,WATER,,,,,,,,1
266,KFP,AIRPORT,Y,54.8478611111111,-163.407111111111,14/32,GRVL-DIRT-F,,,,,,,PAKF,1
267,0AA4,AIRPORT,N,62.5091833333333,-153.890626388889,08/26,GRVL-DIRT-P,,,,,,,,1
268,FKK,SEAPLANE BASE,N,62.5424538888889,-153.62251,NW/SE,WATER,,,,,,,PAFK,1
269,3Z1,AIRPORT,N,64.8317272222222,-166.131522222222,12/30,GRAVEL-P,,,,,,,,1
270,99Z,SEAPLANE BASE,N,61.6092361111111,-149.263541666667,ALL/WAY,WATER,,,,,,,,1
271,6AK5,AIRPORT,Y,61.1683372222222,-150.160553611111,18/36,GRAVEL,,,,,,,,1
272,0AK8,AIRPORT,Y,61.4268777777778,-142.978833333333,02/20,GRVL,,,,,,,,1
273,08AK,AIRPORT,Y,61.5696388888889,-149.724438888889,01/19,GRVL,,,,,,,,1
274,2AK3,HELIPORT,Y,57.2699363888889,-133.631451388889,H1,WOOD,,8.0,,,,G,,1
275,FLT,AIRPORT,Y,62.4526488888889,-157.98907,08/26,TURF-GRVL-P,,,,,,P,,1
276,57AK,AIRPORT,,61.5843319444445,-149.803772222222,07/25,GRVL,,,,,,,,1
277,AK12,AIRPORT,Y,61.1066,-149.864269444444,13/31,TURF-P,,,,,,,,1
278,04AA,AIRPORT,,60.5358333333333,-150.811388888889,05/23,TURF-G,,,,,,,,2
279,04AA,AIRPORT,,60.5358333333333,-150.811388888889,16/34,TURF-G,,,,,,,,2
280,36AK,AIRPORT,Y,61.3433388888889,-150.066630555556,18/36,TURF,,,,,,,,3
281,36AK,AIRPORT,Y,61.3433388888889,-150.066630555556,09/27,TURF,,,,,,,,3
282,36AK,AIRPORT,Y,61.3433388888889,-150.066630555556,17W/35W,WATER,,,,,,,,3
283,14AN,HELIPORT,,59.7826944444444,-151.851369444444,H1,TURF-F,,,,,,,,1
284,8AK5,AIRPORT,,62.5138888888889,-150.265277777778,18/36,GRVL,,,,,,,,1
285,AK60,AIRPORT,N,57.8850997222222,-157.096820277778,06/24,GRAVEL,,,,,,,,1
286,FYU,AIRPORT,Y-L,66.5724166666667,-145.246333333333,04/22,GRVL-DIRT-G,MED,,,,,G,PFYU,1
287,14AK,AIRPORT,Y,61.6024666666667,-149.248,18/36,GRAVEL,,,,,,,,1
288,FNR,SEAPLANE BASE,N,58.2543858333333,-134.897906666667,NE/SW,WATER-E,,,,,,,PANR,1
289,7AK3,AIRPORT,Y,60.4763719444444,-151.166113611111,16/34,TURF,,,,,,,,1
290,GBH,AIRPORT,Y-L,68.4796666666667,-149.489916666667,14/32,GRAVEL-G,MED,,,,,G,PAGB,1
291,GAM,AIRPORT,Y-L,63.7666163888889,-171.732783888889,16/34,ASPH-CONC-F,MED,22.0,,,,F,PAGM,1
292,AK83,AIRPORT,Y,61.62725,-149.609330555556,18/36,TURF,,,,,,,,1
293,28AK,AIRPORT,Y,61.8088766666667,-147.859346388889,06/24,DIRT,,,,,,,,1
294,16AK,AIRPORT,Y,61.5991666666667,-149.346944444444,04/22,ASPH-F,,,,,,F,,1
295,AQY,AIRPORT,Y,60.9690222222222,-149.119345833333,02/20,GRAVEL-G,,,,,,G,,1
296,KGZ,AIRPORT,N,61.4551344444444,-142.380950833333,11/29,GRAVEL-P,,,,,,,,1
297,AK17,AIRPORT,Y,59.7635647222222,-151.223241944444,01/19,TURF,,,,,,,,1
298,3Z8,SEAPLANE BASE,N,59.7470394444444,-158.8747275,NW/SE,WATER,,,,,,,,1
299,15AK,AIRPORT,Y,63.37065,-148.850336111111,02/20,GRAVEL-F,,,,,,,,1
300,AK7,AIRPORT,Y,64.1980555555556,-147.928611111111,09/27,GRVL-DIRT-F,,,,,,,PAAN,1
301,GLV,AIRPORT,Y-L,64.5504586111111,-163.007171944444,03/21,GRAVEL-F,MED,,,,,G,PAGL,1
302,2D3,SEAPLANE BASE,Y,61.6277194444444,-149.239069444444,01W/19W,WATER,,,,,,,,1
303,GNU,AIRPORT,Y,59.1178611111111,-161.573666666667,06/24,GRAVEL-G,MED,,,,,,,1
304,Z40,AIRPORT,Y,61.39465,-149.842269444444,08/26,GRAVEL-F,,,,,,,,1
305,AK99,AIRPORT,,61.4466666666667,-149.761111111111,02/20,TURF,,,,,,,,1
306,5AK9,AIRPORT,,61.5485194444444,-149.190311111111,06/24,TURF,,,,,,,,1
307,GSZ,AIRPORT,,65.4021333333333,-161.281475,17/35,GRVL,,,,,,,PAGZ,1
308,KGX,AIRPORT,Y-L,62.8920853055556,-160.066396888889,17/35,GRAVEL-G,MED,,,,,F,PAGX,1
309,AK45,AIRPORT,Y,61.559375,-149.624288888889,06/24,TURF,,,,,,,,1
310,AK65,AIRPORT,Y,61.59795,-149.350511111111,05/23,TURF,,,,,,,,1
311,AK41,AIRPORT,,64.5438888888889,-146.844166666667,07/25,TURF,,,,,,,,1
312,AK93,AIRPORT,,61.6551805555556,-149.273488888889,02/20,GRVL,,,,,,,,1
313,GKN,AIRPORT,Y-L,62.1543347222222,-145.455291666667,15L/33R,ASPH-G,MED,,,,,G,PAGK,2
314,GKN,AIRPORT,Y-L,62.1543347222222,-145.455291666667,15R/33L,GRVL-G,,,,,,G,PAGK,2
315,AA33,AIRPORT,,61.60415,-149.770119444444,18/36,TURF,,,,,,,,1
316,GST,AIRPORT,Y,58.4252777777778,-135.707416666667,11/29,ASPH-G,MED,60.0,100.0,,,G,PAGS,2
317,GST,AIRPORT,Y,58.4252777777778,-135.707416666667,02/20,ASPH-G,,40.0,,,,G,PAGS,2
318,96AK,SEAPLANE BASE,,60.2877833333333,-151.346122222222,18W/36W,WATER,,,,,,,,1
319,AK48,SEAPLANE BASE,,61.528,-150.014666666667,09W/27W,WATER,,,,,,,,1
320,HNS,AIRPORT,Y-L,59.2438291666667,-135.5235375,08/26,ASPH-G,MED,,,,,G,PAHN,1
321,Z58,SEAPLANE BASE,N,60.8044861111111,-161.720694444444,N/S,WATER,,,,,,,,1
322,32AK,AIRPORT,,64.9092861111111,-147.913961111111,16/34,TURF,,,,,,,,2
323,32AK,AIRPORT,,64.9092861111111,-147.913961111111,02/20,TURF,,,,,,,,2
324,A67,AIRPORT,Y,59.4143958333333,-139.033720833333,05/23,TURF-F,,,,,,,,1
325,HWI,SEAPLANE BASE,N,58.1274413888889,-134.755953055556,N/S,WATER,,,,,,,,1
326,HRR,AIRPORT,Y-L,63.8675833333333,-148.968833333333,15/33,ASPH-G,MED,,,,,G,PAHV,1
327,75AK,AIRPORT,Y,60.5930666666667,-151.327955555556,16/34,TURF,,,,,,,,1
328,AK33,AIRPORT,Y,55.801395,-160.899254444444,12/30,GRVL-TURF-F,,,,,,,,2
329,AK33,AIRPORT,Y,55.801395,-160.899254444444,07/25,GRVL-TURF-P,,,,,,,,2
330,7AK8,AIRPORT,N,61.62125,-149.614919444444,07/25,GRVL-DIRT,,,,,,,,1
331,47AK,AIRPORT,,61.2925,-149.5325,06/24,TURF,,,,,,,,1
332,97AK,AIRPORT,Y,61.664,-149.2536,08/26,GRVL,,,,,,,,1
333,AK11,AIRPORT,,60.7731666666667,-151.230527777778,07/25,DIRT,,,,,,,,2
334,AK11,AIRPORT,,60.7731666666667,-151.230527777778,16/34,DIRT,,,,,,,,2
335,AK24,AIRPORT,Y,61.4178611111111,-149.439488888889,03/21,GRAVEL,,,,,,,,1
336,56AK,AIRPORT,Y,62.5453888888889,-154.002111111111,11/29,GRVL,,,,,,,,1
337,2AK6,AIRPORT,Y,66.1761333333333,-155.684816666667,12/30,TURF-GRVL,,,,,,,,1
338,HCA,AIRPORT,Y-L,62.1883055555556,-159.774944444444,01/19,GRAVEL-G,MED,,,,,,PAHC,1
339,HOM,AIRPORT,Y-L,59.6449949722222,-151.485808416667,06W/24W,WATER,,,,,,,PAHO,2
340,HOM,AIRPORT,Y-L,59.6449949722222,-151.485808416667,04/22,ASPH-P,HIGH,62.0,70.0,189.0,,P,PAHO,2
341,5BL,SEAPLANE BASE,Y,59.6415555555556,-151.521127777778,NE/SW,WATER,,,,,,,,1
342,25AK,AIRPORT,Y,61.7122388888889,-150.063330555556,04/22,GRVL,,,,,,,,2
343,25AK,AIRPORT,Y,61.7122388888889,-150.063330555556,15/33,GRVL,,,,,,,,2
344,OOH,SEAPLANE BASE,Y,58.1121594444444,-135.451805,E/W,WATER,,,,,,,POOH,1
345,HNH,AIRPORT,Y-L,58.0961991666667,-135.40875625,06/24,ASPH-G,MED,,,,,G,PAOH,1
346,HPB,AIRPORT,Y-L,61.5238705555556,-166.146622777778,14/32,GRVL-DIRT-F,MED,,,,,G,PAHP,1
347,5HO,AIRPORT,Y,60.9072527777778,-149.622811111111,17/35,GRAVEL-F,,,,,,,,1
348,86AK,SEAPLANE BASE,,61.5514305555556,-149.94575,18W/36W,WATER,,,,,,,,1
349,AA02,SEAPLANE BASE,,61.5714805555556,-149.924111111111,01W/19W,WATER,,,,,,,,1
350,4Z5,AIRPORT,N,62.0072333333333,-141.182113888889,03/21,DIRT-P,,,,,,,,1
351,5AK2,AIRPORT,N,64.7306866666667,-147.347686666667,06/24,DIRT,,,,,,,,1
352,HUS,AIRPORT,Y-L,66.0390833333333,-154.264694444444,18/36,GRAVEL-G,MED,,,,,F,PAHU,1
353,AK66,AIRPORT,Y,61.4576333333333,-148.795358333333,09/27,GRVL,,,,,,,,1
354,10AK,AIRPORT,,61.5918805555556,-149.677911111111,07/25,GRVL,,,,,,,,1
355,HLA,AIRPORT,Y-L,65.6978611111111,-156.351388888889,03/21,GRAVEL-G,MED,,,,,,PAHL,1
356,79AK,AIRPORT,,61.4818388888889,-149.744019444444,11/29,TURF,,,,,,,,1
357,HYG,SEAPLANE BASE,Y,55.2063161111111,-132.828313055556,E/W,WATER,,,,,,,PAHY,1
358,4Z7,SEAPLANE BASE,Y,55.9033197222222,-130.006703055556,N/S,WATER,,,,,,,,1
359,19AK,AIRPORT,N,59.9690188888889,-141.661770277778,05/23,GRAVEL-F,,,,,,,,1
360,2AK8,AIRPORT,N,70.2924891666667,-161.903334166667,06/24,GRAVEL,,,,,,,,1
361,IGG,AIRPORT,Y,59.3240416666667,-155.901772777778,05/23,GRVL-DIRT-G,MED,,,,,,PAIG,1
362,ILI,AIRPORT,Y,59.7555781111111,-154.91775225,N/S,WATER-E,,,,,,,PAIL,4
363,ILI,AIRPORT,Y,59.7555781111111,-154.91775225,08/26,ASPH-G,MED,,,,,F,PAIL,4
364,ILI,AIRPORT,Y,59.7555781111111,-154.91775225,18/36,ASPH-G,MED,,,,,F,PAIL,4
365,ILI,AIRPORT,Y,59.7555781111111,-154.91775225,E/W,WATER-E,,,,,,,PAIL,4
366,2AK9,AIRPORT,Y,65.6734772222222,-162.464062777778,16/34,GRAVEL,,,,,,,,1
367,UTO,AIRPORT,Y,65.9927722222222,-153.703488888889,06/24,GRAVEL-G,,,,,,F,PAIM,1
368,4AK1,AIRPORT,Y-L,70.0038306944444,-153.077568194444,02/20,GRVL,,,,,,,,1
369,29A,SEAPLANE BASE,,61.6289027777778,-149.617840277778,18W/36W,WATER-E,,,,,,,,1
370,2R3,SEAPLANE BASE,N,60.7044361111111,-151.311402777778,06W/24W,WATER,,,,,,,,1
371,7AK4,AIRPORT,Y,61.5414805555556,-149.460680555556,06/24,TURF,LOW,,,,,,,1
372,AK43,SEAPLANE BASE,,61.5790805555556,-149.53885,08W/26W,WATER,,,,,,,,1
373,8AK1,AIRPORT,,62.2802833333333,-145.362766666667,06/24,DIRT,,,,,,,,1
374,AK0,AIRPORT,N,61.2188722222222,-142.891211111111,10/28,GRAVEL-P,,,,,,,,1
375,4Z9,AIRPORT,N,59.4521605555556,-151.522381111111,12/30,GRAVEL-P,,,,,,,,1
376,AK72,AIRPORT,Y,61.7051916666667,-150.599341666667,14/32,TURF,,,,,,,,1
377,03AK,SEAPLANE BASE,Y,60.7272222222222,-151.132777777778,N/S,WATER,,,,,,,,3
378,03AK,SEAPLANE BASE,Y,60.7272222222222,-151.132777777778,07/25,DIRT,,,,,,,,3
379,03AK,SEAPLANE BASE,Y,60.7272222222222,-151.132777777778,NE/SW,WATER,,,,,,,,3
380,3AK4,AIRPORT,Y,60.6324888888889,-151.340013333333,07/25,GRAVEL,,,,,,,,1
381,Z52,AIRPORT,N,56.0366855555556,-160.266205277778,09/27,GRAVEL-P,,,,,,,,2
382,Z52,AIRPORT,N,56.0366855555556,-160.266205277778,18/36,GRVL-DIRT-P,,,,,,,,2
383,27AK,AIRPORT,,61.9454,-151.036966666667,11/29,GRVL,,,,,,,,1
384,2AK5,AIRPORT,Y,60.481675,-146.5842525,06/24,GRAVEL,,,,,,,,1
385,AK79,AIRPORT,,61.59355,-149.5665,09/27,TURF,,,,,,,,1
386,L95,SEAPLANE BASE,Y,61.5547722222222,-149.939336111111,03W/21W,WATER-E,,,,,,,,2
387,L95,SEAPLANE BASE,Y,61.5547722222222,-149.939336111111,05W/23W,WATER,,,,,,,,2
388,JNU,AIRPORT,Y-L,58.3547118055556,-134.578470527778,08W/26W,WATER,,,,,,,PAJN,2
389,JNU,AIRPORT,Y-L,58.3547118055556,-134.578470527778,08/26,ASPH-G,HIGH,120.0,250.0,550.0,,F,PAJN,2
390,66AK,SEAPLANE BASE,,61.63,-149.569166666667,12W/30W,WATER,,,,,,,,1
391,06AK,AIRPORT,,61.6276194444444,-149.575330555556,16/34,GRVL,,,,,,,,1
392,AFE,AIRPORT,Y-L,56.9613625,-133.910261111111,11/29,ASPH-P,MED,,,,,,PAFE,1
393,KAE,SEAPLANE BASE,Y,56.9729963888889,-133.945614722222,NW/SE,WATER,,,,,,,,1
394,9AK2,AIRPORT,Y,61.899,-161.439722222222,09/27,GRVL,,,,,,,,1
395,1KC,AIRPORT,,64.4244472222222,-156.843338888889,09/27,GRVL,,,,,,,,1
396,0AA7,AIRPORT,Y,60.4915388888889,-151.235252777778,18/36,TURF,,,,,,,,1
397,43AK,AIRPORT,,61.6007611111111,-149.579169444444,06/24,GRAVEL,,,,,,,,1
398,54AK,SEAPLANE BASE,,61.6070611111111,-149.57385,03W/21W,WATER,,,,,,,,1
399,KLG,AIRPORT,Y-L,61.5359722222222,-160.345583333333,07/25,GRVL-G,MED,,,,,G,PALG,1
400,KAL,AIRPORT,Y-L,64.31898,-158.741305833333,03/21,GRAVEL-G,MED,,,,,,PAKV,1
401,5Z5,AIRPORT,Y,63.5409861111111,-150.995077777778,10/28,GRVL-DIRT-G,,,,,,,,1
402,KYK,AIRPORT,Y,57.5660555555556,-154.453805555556,10/28,GRAVEL-G,,,,,,,PAKY,1
403,KKL,SEAPLANE BASE,N,57.3670358333333,-154.027591111111,NW/SE,WATER,,,,,,,,1
404,KXA,SEAPLANE BASE,Y,55.5374138888889,-132.397514444444,N/S,WATER,,,,,,,,1
405,AK34,SEAPLANE BASE,Y,61.8353030555556,-150.079738333333,NW/SE,WATER,,,,,,,,1
406,Z09,AIRPORT,Y,60.8733333333333,-162.524305555556,17/35,GRVL-DIRT-E,MED,,,,,,PFKA,1
407,5KS,AIRPORT,Y,60.3505208333333,-151.262856388889,01/19,GRAVEL-G,,,,,,,,1
408,00AN,AIRPORT,,59.0934722222222,-156.455833333333,03/21,GRVL,,,,,,,,1
409,RK1,AIRPORT,Y,69.6767763888889,-146.900045833333,08/26,GRVL-DIRT-P,,,,,,P,,1
410,ENA,AIRPORT,Y-L,60.5732777777778,-151.244833333333,02W/20W,WATER-G,,,,,,G,PAEN,3
411,ENA,AIRPORT,Y-L,60.5732777777778,-151.244833333333,02L/20R,ASPH-G,HIGH,75.0,150.0,250.0,,F,PAEN,3
412,ENA,AIRPORT,Y-L,60.5732777777778,-151.244833333333,02R/20L,GRVL-G,,,,,,,PAEN,3
413,1AK4,AIRPORT,Y,60.5241544444444,-150.752209166667,07/25,GRAVEL,,,,,,,,1
414,5KE,SEAPLANE BASE,Y,55.3444638888889,-131.663438888889,E/W,WATER,,,,,,,,1
415,KTN,AIRPORT,Y-L,55.3540833333333,-131.711222222222,11/29,ASPH-G,HIGH,75.0,200.0,300.0,,G,PAKT,2
416,KTN,AIRPORT,Y-L,55.3540833333333,-131.711222222222,WNW/ESE,WATER,,,,,,,PAKT,2
417,17AK,HELIPORT,Y,55.3829841666667,-131.735018333333,H1,CONC,,6.0,,,,,,1
418,KVC,AIRPORT,Y-L,55.1163841666667,-162.266535555556,08/26,GRVL-G,MED,,,,,F,PAVC,1
419,AK59,AIRPORT,Y,61.7911111111111,-148.351666666667,06/24,TURF,,,,,,,,1
420,AKN,AIRPORT,Y-L,58.6764934722222,-156.648691,NW/SE,WATER,,,,,,,PAKN,3
421,AKN,AIRPORT,Y-L,58.6764934722222,-156.648691,18/36,ASPH-F,MED,30.0,50.0,,,G,PAKN,3
422,AKN,AIRPORT,Y-L,58.6764934722222,-156.648691,12/30,ASPH-G,HIGH,67.0,90.0,175.0,335.0,P,PAKN,3
423,IIK,AIRPORT,Y-L,59.9316111111111,-164.028111111111,17/35,GRAVEL-G,MED,,,,,,PAKI,1
424,KKB,SEAPLANE BASE,N,58.1909461111111,-152.3704875,E/W,WATER,,,,,,,,1
425,KVL,AIRPORT,Y-L,67.7361388888889,-164.5635,12/30,GRAVEL-G,MED,,,,,,PAVL,1
426,AKW,AIRPORT,Y-L,55.5792222222222,-133.076,02/20,ASPH-G,MED,,100.0,,,F,PAKW,1
427,OBU,AIRPORT,Y-L,66.9123333333333,-156.897333333333,09/27,GRAVEL-G,MED,,,,,,PAOB,1
428,ADQ,AIRPORT,Y-L,57.7497938888889,-152.493943611111,01/19,ASPH-G,HIGH,53.0,110.0,150.0,,G,PADQ,3
429,ADQ,AIRPORT,Y-L,57.7497938888889,-152.493943611111,08/26,ASPH-G,HIGH,53.0,110.0,150.0,,G,PADQ,3
430,ADQ,AIRPORT,Y-L,57.7497938888889,-152.493943611111,11/29,ASPH-G,HIGH,53.0,110.0,150.0,,F,PADQ,3
431,9Z3,SEAPLANE BASE,Y,57.8025838888889,-152.382731666667,NE/SW,WATER,,,,,,,,1
432,KDK,AIRPORT,Y,57.8059175,-152.373841388889,02/20,ASPH-TRTD-F,,,,,,P,PAKD,1
433,9K2,AIRPORT,Y,59.4332861111111,-154.802591666667,07/25,GRVL-G,MED,,,,,,PFKK,1
434,JZZ,AIRPORT,Y,59.72675,-157.26025,09/27,GRAVEL-G,MED,,,,,G,PAJZ,1
435,DUY,AIRPORT,Y-L,59.9616308333333,-162.880593888889,01/19,GRVL-DIRT-G,MED,,,,,,PADY,1
436,2A9,AIRPORT,Y-L,63.0305833333333,-163.532638888889,02/20,GRAVEL-F,MED,,,,,,PFKO,1
437,KKA,AIRPORT,Y-L,64.9395277777778,-161.154277777778,01/19,GRVL-G,MED,,,,,F,PAKK,1
438,KYU,AIRPORT,Y-L,64.8758055555555,-157.730444444444,07/25,GRAVEL-G,MED,,,,,,PFKU,1
439,AK86,AIRPORT,,61.5735388888889,-149.91135,04/22,TURF-GRVL,,,,,,,,1
440,39AK,AIRPORT,Y,61.5860277777778,-149.235980555556,02/20,TURF,,,,,,,,1
441,91AK,SEAPLANE BASE,,61.5763888888889,-149.943333333333,03W/21W,WATER,,,,,,,,1
442,63AK,AIRPORT,,61.5843305555556,-149.9381,15/33,GRVL,,,,,,,,1
443,LKK,AIRPORT,N,58.9650055555556,-155.0956125,07/25,GRVL-DIRT-F,,,,,,,PAKL,2
444,LKK,AIRPORT,N,58.9650055555556,-155.0956125,18W/36W,WATER,,,,,,,PAKL,2
445,KWT,AIRPORT,Y-L,60.7903333333333,-161.443694444444,18/36,GRVL-G,MED,,,,,,PFKW,1
446,GGV,AIRPORT,Y,59.8756888888889,-163.1680875,15/33,GRVL-DIRT-F,,,,,,G,PAGG,1
447,FBK,AIRPORT,Y,64.8376122222222,-147.614491944444,H6,ASPH-CONC-G,,,,,,,PAFB,6
448,FBK,AIRPORT,Y,64.8376122222222,-147.614491944444,07/25,ASPH-CONC,HIGH,,38.0,,,G,PAFB,6
449,FBK,AIRPORT,Y,64.8376122222222,-147.614491944444,H1,ASPH-CONC-G,,,,,,,PAFB,6
450,FBK,AIRPORT,Y,64.8376122222222,-147.614491944444,H4,ASPH-CONC-G,,,,,,,PAFB,6
451,FBK,AIRPORT,Y,64.8376122222222,-147.614491944444,H5,ASPH-CONC-G,,,,,,,PAFB,6
452,FBK,AIRPORT,Y,64.8376122222222,-147.614491944444,H7,ASPH-CONC-G,,,,,,,PAFB,6
453,5Z9,SEAPLANE BASE,N,58.5548430555556,-155.7773875,ALL/WAY,WATER-E,,,,,,,,1
454,LHD,AIRPORT,Y,61.1866391944444,-149.965393638889,N/S,WATER,,,,,,,PALH,4
455,LHD,AIRPORT,Y,61.1866391944444,-149.965393638889,E/W,WATER,,,,,,,PALH,4
456,LHD,AIRPORT,Y,61.1866391944444,-149.965393638889,14/32,GRVL-DIRT-G,MED,,,,,,PALH,4
457,LHD,AIRPORT,Y,61.1866391944444,-149.965393638889,SE/NW,WATER,,,,,,,PALH,4
458,Z55,AIRPORT,Y,62.2916180555556,-146.57735,13/31,GRAVEL-E,,,,,,G,,1
459,13S,SEAPLANE BASE,Y,62.2828552777778,-146.518866944444,ALL/WAY,WATER,,,,,,,,1
460,4A3,SEAPLANE BASE,N,61.5750277777778,-149.475611111111,09W/27W,WATER,,,,,,,,1
461,78AA,AIRPORT,Y,64.7717611111111,-147.246691666667,06/24,TURF,,,,,,,,1
462,53AK,AIRPORT,Y-L,60.5338611111111,-150.856463888889,02/20,GRVL,,,,,,,,1
463,AK22,AIRPORT,Y,64.8216666666667,-147.521666666667,06/24,GRVL,,,,,,,,2
464,AK22,AIRPORT,Y,64.8216666666667,-147.521666666667,06W/24W,WATER,,,,,,,,2
465,2A3,AIRPORT,Y,57.5350833333333,-153.976666666667,04/22,GRAVEL-G,MED,,,,,,PALB,1
466,3AK7,AIRPORT,Y,61.7655766666667,-150.338905555556,18/36,TURF,,,,,,,,1
467,9Z9,AIRPORT,Y,60.4118847222222,-149.369341666667,15/33,GRVL-G,,,,,,,,1
468,55AK,AIRPORT,Y,61.4957805555556,-149.699319444444,04/22,TURF,,,,,,,,1
469,9AK6,AIRPORT,,61.6240611111111,-149.6483,07/25,TURF,,,,,,,,1
470,9Z8,AIRPORT,Y-L,59.1270833333333,-156.859888888889,01/19,GRVL-DIRT-G,MED,,,,,,,1
471,2AK,AIRPORT,Y,61.3591305555556,-155.440386111111,10/28,GRVL-DIRT-F,,,,,,,,1
472,89AK,AIRPORT,Y,61.5593888888889,-149.705469444444,16/34,GRVL,,,,,,,,1
473,8AK6,AIRPORT,Y,61.3719452777778,-150.262223611111,16/34,DIRT,,,,,,,,1
474,4AK,AIRPORT,Y,65.4672694444444,-148.653747222222,15/33,GRVL-G,,,,,,,,1
475,63A,SEAPLANE BASE,N,56.8113197222222,-132.960056666667,NE/SW,WATER-E,,,,,,,,1
476,AK71,AIRPORT,Y,70.9107452777778,-153.242215,07/25,GRAVEL,MED,,,,,,,1
477,AK57,SEAPLANE BASE,Y,61.72565,-150.091211111111,15W/33W,WATER,,,,,,,,1
478,AK69,AIRPORT,,61.7293194444444,-150.097669444444,15/33,TURF,,,,,,,,1
479,4AK3,AIRPORT,N,61.3778825,-143.325958333333,05/23,TURF,,,,,,,,1
480,OL99,AIRPORT,Y,59.7034138888889,-151.496458333333,08/26,TURF,,,,,,,,1
481,13Z,SEAPLANE BASE,N,55.6013058333333,-131.636683055556,E/W,WATER,,,,,,,,1
482,00AK,AIRPORT,Y,59.9488888888889,-151.692222222222,N/S,GRVL,,,,,,,,1
483,2AK0,AIRPORT,,61.2558805555556,-149.974655555556,16/34,DIRT,,,,,,,,1
484,L85,SEAPLANE BASE,Y,60.5336111111111,-150.995555555556,N/S,WATER-G,,,,,,,,1
485,4AK5,AIRPORT,,62.9898822222222,-144.479998888889,04/22,GRVL-DIRT,,,,,,,,1
486,MLY,AIRPORT,Y-L,64.9879444444445,-150.647583333333,18/36,GRAVEL-G,MED,,,,,,PAML,1
487,MBA,AIRPORT,Y-L,58.9320555555556,-158.901888888889,03/21,GRAVEL-G,MED,,,,,,PAMB,1
488,85AK,SEAPLANE BASE,,61.5091666666667,-149.908611111111,09W/27W,WATER,,,,,,,,1
489,MDM,AIRPORT,Y-L,61.8641666666667,-162.026111111111,07/25,GRAVEL-G,MED,,,,,,PADM,1
490,AK92,AIRPORT,Y,61.6374277777778,-149.028655555556,18/36,DIRT,,,,,,,,1
491,92AK,HELIPORT,,61.5622444444444,-149.260325,H1,CONC,,,,,,,,1
492,74AK,AIRPORT,Y,61.5823111111111,-148.996980555556,16/34,TURF-F,,,,,,,,1
493,MYK,AIRPORT,Y,61.3361611111111,-142.685886111111,13/31,TURF-GRVL-G,,,,,,,,1
494,15Z,AIRPORT,Y,61.4378190833333,-142.902503,01/19,GRVL-DIRT-F,,,,,,,PAMX,1
495,8AK4,HELIPORT,Y,55.3674833333333,-131.715811111111,H1,WOOD-G,PERI,,,,,,,1
496,AK73,AIRPORT,,60.7252736111111,-151.302236111111,07/25,ASPH-GRVL,,,,,,,,2
497,AK73,AIRPORT,,60.7252736111111,-151.302236111111,17/35,GRVL,,,,,,,,2
498,16Z,SEAPLANE BASE,N,62.957985,-155.593179166667,N/S,WATER-E,,,,,,,,1
499,MCG,AIRPORT,Y-L,62.9527839166667,-155.607048055556,16/34,ASPH-G,MED,32.0,80.0,120.0,,G,PAMC,2
500,MCG,AIRPORT,Y-L,62.9527839166667,-155.607048055556,05/23,GRAVEL-G,MED,,,,,,PAMC,2
501,01AN,AIRPORT,,61.6490277777778,-149.339027777778,09/27,TURF,,,,,,,,1
502,81AK,AIRPORT,,62.5676908333333,-150.236021388889,01/19,TURF,,,,,,,,1
503,INR,AIRPORT,Y,63.7325983333333,-148.910638333333,16/34,GRAVEL-G,,,,,,,PAIN,1
504,MYU,AIRPORT,Y-L,60.3723888888889,-166.270194444444,06/24,GRVL-G,MED,,,,,F,PAMY,1
505,38AK,AIRPORT,,61.56245,-149.667838888889,18/36,TURF,,,,,,,,2
506,38AK,AIRPORT,,61.56245,-149.667838888889,09W/27W,WATER,,,,,,,,2
