Dep_Airport_ID,ARP_Latitude,ARP_Longitude,Facility_Type,Wind_Indicator,Runway_ID,Num_of_Runways,Length,Width,Surface_Type_Condition,Edge_Light_Intensity,WBC_Single,WBC_Dual,WBC_Two_Dual,WBC_Tandem_Two_Dual,Base_Marking_Condition
ODO,031-55-17.0900N,102-23-13.6800W,AIRPORT,Y-L,16/34,3,5003,75,ASPH-E,MED,14,,,,G
SJT,031-21-27.8900N,100-29-46.7000W,AIRPORT,Y-L,03/21,3,5940,150,ASPH-G,HIGH,70,100,,,G
SJT,031-21-27.8900N,100-29-46.7000W,AIRPORT,Y-L,18/36,3,8054,150,ASPH-G,MED,70,100,,,G
SJT,031-21-27.8900N,100-29-46.7000W,AIRPORT,Y-L,09/27,3,4406,75,ASPH-F,MED,70,100,,,G
SSF,029-20-13.1300N,098-28-15.7600W,AIRPORT,Y-L,09/27,2,5000,100,ASPH-G,MED,30,75,,,G
SSF,029-20-13.1300N,098-28-15.7600W,AIRPORT,Y-L,14/32,2,4128,100,ASPH-G,MED,12,20,,,G
SAT,029-32-02.2500N,098-28-08.6000W,AIRPORT,Y-L,04/22,3,8505,150,CONC-G,HIGH,95,190,270,,G
SAT,029-32-02.2500N,098-28-08.6000W,AIRPORT,Y-L,13R/31L,3,8502,150,CONC-G,HIGH,95,190,270,,G
SAT,029-32-02.2500N,098-28-08.6000W,AIRPORT,Y-L,13L/31R,3,5519,100,ASPH-F,MED,59,120,,,G
GNC,032-40-31.2000N,102-39-09.6000W,AIRPORT,Y-L,08/26,2,5381,75,ASPH-F,MED,12,,,,P
GNC,032-40-31.2000N,102-39-09.6000W,AIRPORT,Y-L,17/35,2,5002,75,ASPH-G,MED,12,,,,F
SWI,033-37-26.9000N,096-35-10.1000W,AIRPORT,Y-L,16/34,1,4000,75,ASPH-F,MED,19,,,,G
TRL,032-42-30.5800N,096-16-01.5400W,AIRPORT,Y-L,18/36,1,5006,75,ASPH-G,MED,30,,,,G
UVA,029-12-40.8000N,099-44-36.9000W,AIRPORT,Y-L,15/33,1,5256,100,ASPH-G,MED,30,40,40,,G
F05,034-13-32.4000N,099-17-01.5000W,AIRPORT,Y-L,02/20,2,5099,100,ASPH-E,MED,30,40,60,,G
F05,034-13-32.4000N,099-17-01.5000W,AIRPORT,Y-L,16/34,2,4304,80,ASPH-F,MED,10,,,,G
VCT,028-51-15.1400N,096-55-07.4400W,AIRPORT,Y-L,18/36,3,4908,75,ASPH-G,MED,28,49,87,,F
VCT,028-51-15.1400N,096-55-07.4400W,AIRPORT,Y-L,13/31,3,9111,150,ASPH-G,HIGH,28,49,87,,G
ACT,031-36-43.9000N,097-13-49.1000W,AIRPORT,,01/19,2,7107,150,ASPH-G,HIGH,50,82,,,G
ACT,031-36-43.9000N,097-13-49.1000W,AIRPORT,,14/32,2,5103,150,ASPH-G,MED,50,82,,,F
BTF,040-52-05.3400N,111-55-39.0000W,AIRPORT,Y,17/35,1,4634,70,ASPH-E,LOW,12,,,,G
CDC,037-42-03.4900N,113-05-55.8600W,AIRPORT,Y-L,02/20,2,8653,150,ASPH-G,HIGH,56,76,127,142,G
CDC,037-42-03.4900N,113-05-55.8600W,AIRPORT,Y-L,08/26,2,4822,60,ASPH-F,MED,16,,,,G
OGD,041-11-42.2500N,112-00-43.9000W,AIRPORT,Y-L,03/21,2,8107,150,ASPH-E,HIGH,85,150,,,G
OGD,041-11-42.2500N,112-00-43.9000W,AIRPORT,Y-L,17/35,2,5195,100,ASPH-G,MED,80,140,,,G
PUC,039-36-50.0000N,110-45-05.8000W,AIRPORT,Y,08/26,3,3151,75,ASPH-G,,12,,,,G
PUC,039-36-50.0000N,110-45-05.8000W,AIRPORT,Y,01/19,3,8316,100,ASPH-G,HIGH,30,40,,,G
PUC,039-36-50.0000N,110-45-05.8000W,AIRPORT,Y,15/33,3,4513,75,ASPH-F,MED,13,,,,F
PVU,040-13-09.0000N,111-43-24.1000W,AIRPORT,,18/36,2,6628,150,ASPH-G,MED,50,70,110,,G
PVU,040-13-09.0000N,111-43-24.1000W,AIRPORT,,13/31,2,8603,150,ASPH-G,HIGH,65,85,140,,G
RIF,038-44-02.8000N,112-06-05.7000W,AIRPORT,Y-L,01/19,1,7100,100,ASPH-F,MED,45,75,,,F
SGU,037-02-10.9600N,113-30-37.0900W,AIRPORT,Y-L,01/19,1,9300,150,ASPH-G,HIGH,75,150,,,G
U42,040-37-10.3700N,111-59-34.4000W,AIRPORT,Y-L,16/34,1,5862,100,ASPH-G,MED,30,43,,,G
SLC,040-47-18.2200N,111-58-39.9800W,AIRPORT,Y-L,14/32,6,4893,150,ASPH-G,HIGH,60,200,350,850,G
SLC,040-47-18.2200N,111-58-39.9800W,AIRPORT,Y-L,16L/34R,6,12002,150,ASPH-G,HIGH,60,200,350,850,G
SLC,040-47-18.2200N,111-58-39.9800W,AIRPORT,Y-L,16R/34L,6,12000,150,CONC-G,HIGH,60,200,350,850,G
SLC,040-47-18.2200N,111-58-39.9800W,AIRPORT,Y-L,17/35,6,9596,150,ASPH-G,HIGH,60,200,350,850,G
VEL,040-26-09.8800N,109-30-41.1200W,AIRPORT,Y-L,17/35,1,7000,100,ASPH-E,MED,45,55,,,G
ENV,040-43-07.4100N,114-01-43.2200W,AIRPORT,Y,08/26,2,10002,150,ASPH-G,MED,75,140,208,,G
ENV,040-43-07.4100N,114-01-43.2200W,AIRPORT,Y,12/30,2,8002,100,ASPH-F,MED,75,140,180,,G
RMN,038-23-53.2000N,077-27-19.7000W,AIRPORT,Y-L,15/33,1,5000,100,ASPH-G,HIGH,30,70,,,G
HSP,037-57-05.2000N,079-50-02.0200W,AIRPORT,Y-L,07/25,1,5600,100,ASPH-F,HIGH,65,160,,,G
JYO,039-04-40.7000N,077-33-27.0000W,AIRPORT,Y,17/35,1,5500,100,ASPH-G,HIGH,30,70,,,G
JFZ,037-03-49.4900N,081-47-53.7600W,AIRPORT,Y-L,07/25,1,4299,75,ASPH-G,MED,12,18,,,F
RIC,037-30-18.6500N,077-19-11.0600W,AIRPORT,Y-L,16/34,2,9003,150,ASPH-G,HIGH,125,200,340,,G
RIC,037-30-18.6500N,077-19-11.0600W,AIRPORT,Y-L,02/20,2,6607,150,ASPH-E,HIGH,125,200,340,,G
ROA,037-19-31.7000N,079-58-31.5000W,AIRPORT,Y-L,16/34,2,5810,150,ASPH-G,HIGH,150,200,310,,G
ROA,037-19-31.7000N,079-58-31.5000W,AIRPORT,Y-L,06/24,2,6800,150,ASPH-G,HIGH,150,200,310,,G
74S,048-29-54.6200N,122-39-44.8900W,AIRPORT,Y,18/36,1,3018,60,ASPH-G,MED,12,,,,G
AWO,048-09-38.7000N,122-09-32.5000W,AIRPORT,Y-L,16/34,2,5332,100,ASPH-G,MED,114,150,270,,G
AWO,048-09-38.7000N,122-09-32.5000W,AIRPORT,Y-L,11/29,2,3498,75,ASPH-E,,32,34,59,,G
BLI,048-47-33.7000N,122-32-15.1000W,AIRPORT,Y-L,16/34,1,6700,150,ASPH-G,HIGH,75,160,250,,G
S97,048-06-17.0200N,119-43-11.7000W,AIRPORT,Y-L,07/25,1,4000,60,ASPH-G,MED,15,,,,G
BVS,048-28-13.8900N,122-25-18.0800W,AIRPORT,Y-L,11/29,2,5480,100,ASPH-E,MED,60,75,125,,G
BVS,048-28-13.8900N,122-25-18.0800W,AIRPORT,Y-L,04/22,2,3000,60,ASPH-P,LOW,12,,,,P
DEW,047-58-01.4000N,117-25-42.9100W,AIRPORT,Y-L,16/34,2,6101,75,ASPH-G,MED,30,50,,,F
DEW,047-58-01.4000N,117-25-42.9100W,AIRPORT,Y-L,05/23,2,3200,60,ASPH-G,,12,,,,F
PAE,047-54-26.3500N,122-16-55.5400W,AIRPORT,Y-L,16L/34R,2,3004,75,ASPH-G,MED,12,,,,G
PAE,047-54-26.3500N,122-16-55.5400W,AIRPORT,Y-L,16R/34L,2,9010,150,ASPH-CONC-G,HIGH,100,200,350,830,G
FHR,048-31-19.1000N,123-01-27.7000W,AIRPORT,Y-L,16/34,1,3402,75,ASPH-G,MED,12,,,,G
MWH,047-12-30.9000N,119-19-08.9000W,AIRPORT,Y-L,18/36,5,3327,75,ASPH-G,MED,75,170,300,400,G
MWH,047-12-30.9000N,119-19-08.9000W,AIRPORT,Y-L,14R/32L,5,2936,75,CONC-G,,100,200,400,400,G
MWH,047-12-30.9000N,119-19-08.9000W,AIRPORT,Y-L,04/22,5,10000,100,CONC-G,MED,75,100,175,475,G
MWH,047-12-30.9000N,119-19-08.9000W,AIRPORT,Y-L,09/27,5,3500,90,CONC-G,NSTD,100,150,270,475,
MWH,047-12-30.9000N,119-19-08.9000W,AIRPORT,Y-L,14L/32R,5,13503,200,CONC-G,HIGH,85,155,320,600,G
OLM,046-58-09.8600N,122-54-09.1600W,AIRPORT,Y-L,08/26,2,4157,150,ASPH-G,,30,,,,G
OLM,046-58-09.8600N,122-54-09.1600W,AIRPORT,Y-L,17/35,2,5500,150,ASPH-G,HIGH,75,94,142,,P
PSC,046-15-52.8500N,119-07-08.4900W,AIRPORT,Y-L,03R/21L,3,4423,75,ASPH-F,,52,85,108,150,G
PSC,046-15-52.8500N,119-07-08.4900W,AIRPORT,Y-L,12/30,3,7704,150,ASPH-G,MED,150,200,400,,G
PSC,046-15-52.8500N,119-07-08.4900W,AIRPORT,Y-L,03L/21R,3,7707,150,ASPH-G,HIGH,150,200,400,,G
CLM,048-07-12.7000N,123-29-58.9000W,AIRPORT,Y-L,13/31,2,3255,50,ASPH-F,,30,,,,G
CLM,048-07-12.7000N,123-29-58.9000W,AIRPORT,Y-L,08/26,2,6347,150,ASPH-G,MED,55,66,115,,F
PUW,046-44-30.0900N,117-06-41.8300W,AIRPORT,Y-L,05/23,1,7100,150,ASPH-G,HIGH,120,239,385,,G
RNT,047-29-35.3000N,122-12-56.7000W,AIRPORT,Y-L,16/34,1,5382,200,ASPH-CONC-G,MED,100,130,340,,G
BFI,047-31-47.9000N,122-18-07.0000W,AIRPORT,Y-L,14L/32R,2,3709,100,ASPH-F,MED,120,250,550,1109,G
BFI,047-31-47.9000N,122-18-07.0000W,AIRPORT,Y-L,14R/32L,2,10007,200,ASPH-G,HIGH,100,200,500,800,G
GEG,047-37-08.5000N,117-32-06.8000W,AIRPORT,Y-L,08/26,2,8199,150,ASPH-G,MED,150,180,280,,G
GEG,047-37-08.5000N,117-32-06.8000W,AIRPORT,Y-L,03/21,2,11002,150,ASPH-CONC-E,HIGH,200,200,400,,G
SFF,047-40-58.5900N,117-19-20.7300W,AIRPORT,Y-L,04L/22R,3,4499,140,CONC-G,MED,30,,,,G
SFF,047-40-58.5900N,117-19-20.7300W,AIRPORT,Y-L,04R/22L,3,2650,75,ASPH-F,,30,,,,G
TIW,047-16-04.6000N,122-34-41.2000W,AIRPORT,Y-L,17/35,1,5002,100,ASPH-G,MED,50,80,80,150,G
ALW,046-05-33.1500N,118-17-02.7000W,AIRPORT,Y-L,02/20,1,6527,150,CONC-G,HIGH,60,80,130,,G
EAT,047-23-55.7000N,120-12-24.6000W,AIRPORT,Y-L,12/30,1,7000,150,ASPH-G,HIGH,116,192,,,G
S52,048-25-29.8100N,120-08-45.1900W,AIRPORT,Y,13/31,1,5049,75,ASPH-E,MED,30,,,,G
YKM,046-34-05.4000N,120-32-38.6000W,AIRPORT,Y-L,09/27,2,7604,150,ASPH-E,HIGH,95,160,220,550,G
YKM,046-34-05.4000N,120-32-38.6000W,AIRPORT,Y-L,04/22,2,3835,150,ASPH-P,MED,70,80,120,,G
MRB,039-24-08.4900N,077-58-58.8000W,AIRPORT,Y-L,08/26,1,8815,150,ASPH-CONC-G,HIGH,120,195,339,830,G
I18,038-55-47.2000N,081-49-10.1000W,AIRPORT,Y-L,04/22,1,4000,75,ASPH-E,MED,12,,,,G
ATW,044-15-29.1400N,088-31-08.6600W,AIRPORT,Y-L,03/21,2,8003,150,CONC-G,HIGH,75,160,320,,G
ATW,044-15-29.1400N,088-31-08.6600W,AIRPORT,Y-L,12/30,2,6502,150,CONC-G,HIGH,75,160,320,,G
GRB,044-29-04.6800N,088-07-46.9700W,AIRPORT,Y-L,06/24,2,7700,150,CONC-G,HIGH,90,160,260,,G
GRB,044-29-04.6800N,088-07-46.9700W,AIRPORT,Y-L,18/36,2,8700,150,CONC-G,HIGH,95,165,275,,G
ENW,042-35-45.8300N,087-55-38.3600W,AIRPORT,Y,15/33,3,4440,100,CONC-G,HIGH,62,73,135,,G
ENW,042-35-45.8300N,087-55-38.3600W,AIRPORT,Y,07R/25L,3,3302,75,ASPH-CONC-F,MED,40,48,,,G
ENW,042-35-45.8300N,087-55-38.3600W,AIRPORT,Y,07L/25R,3,6600,100,CONC-E,HIGH,62,73,135,,G
LSE,043-52-45.3600N,091-15-23.8800W,AIRPORT,Y-L,04/22,3,5199,150,ASPH-F,HIGH,65,110,190,,F
LSE,043-52-45.3600N,091-15-23.8800W,AIRPORT,Y-L,13/31,3,6050,150,ASPH-G,MED,125,190,430,,G
LSE,043-52-45.3600N,091-15-23.8800W,AIRPORT,Y-L,18/36,3,8742,150,CONC-G,HIGH,125,190,430,850,G
MWC,043-06-37.4000N,088-02-03.9000W,AIRPORT,Y,15L/33R,4,4103,75,ASPH-E,MED,30,,,,G
MWC,043-06-37.4000N,088-02-03.9000W,AIRPORT,Y,04L/22R,4,3201,75,ASPH-E,MED,30,,,,G
C35,043-31-33.2400N,089-58-59.6000W,AIRPORT,Y-L,07/25,2,2510,50,ASPH-G,MED,30,,,,G
C35,043-31-33.2400N,089-58-59.6000W,AIRPORT,Y-L,18/36,2,4840,75,ASPH-F,MED,30,,,,G
SUE,044-50-37.2000N,087-25-17.5000W,AIRPORT,Y-L,02/20,2,4599,75,ASPH-F,MED,16,22,,,F
SUE,044-50-37.2000N,087-25-17.5000W,AIRPORT,Y-L,10/28,2,3199,75,ASPH-E,MED,16,22,,,G
Y51,043-34-46.7000N,090-53-51.8000W,AIRPORT,Y-L,11/29,2,4000,60,ASPH-E,MED,12,,,,G
46U,043-10-54.5000N,111-02-18.6000W,AIRPORT,Y,13/31,1,5827,70,ASPH-G,MED,50,,,,G
CPR,042-54-21.1000N,106-27-49.1000W,AIRPORT,Y-L,03/21,2,10165,150,ASPH-G,HIGH,130,170,270,,G
CPR,042-54-21.1000N,106-27-49.1000W,AIRPORT,Y-L,08/26,2,8679,150,ASPH-F,HIGH,85,140,260,,G
CYS,041-09-20.3000N,104-48-37.7000W,AIRPORT,Y-L,09/27,2,9270,150,CONC-F,HIGH,75,140,150,250,G
CYS,041-09-20.3000N,104-48-37.7000W,AIRPORT,Y-L,13/31,2,6690,150,ASPH-G,MED,75,120,150,200,G
COD,044-31-12.7000N,109-01-25.7000W,AIRPORT,Y-L,04/22,1,8268,100,ASPH-G,HIGH,95,124,193,,G
EVW,041-16-29.2000N,111-02-04.7000W,AIRPORT,Y-L,05/23,1,7300,100,ASPH-G,HIGH,30,70,,,G
GCC,044-20-56.0700N,105-32-21.7200W,AIRPORT,Y-L,16/34,2,7501,150,CONC-G,HIGH,70,110,160,,G
GCC,044-20-56.0700N,105-32-21.7200W,AIRPORT,Y-L,03/21,2,5804,75,CONC-G,MED,40,60,,,G
GEY,044-31-04.6000N,108-04-58.8000W,AIRPORT,Y-L,08/26,2,3953,75,ASPH-G,,12,,,,G
GEY,044-31-04.6000N,108-04-58.8000W,AIRPORT,Y-L,16/34,2,7003,150,ASPH-G,MED,85,150,290,,G
JAC,043-36-26.4000N,110-44-15.9000W,AIRPORT,Y-L,01/19,1,6300,150,ASPH-E,HIGH,120,187,287,,G
LND,042-48-55.3800N,108-43-42.8300W,AIRPORT,Y-L,04/22,1,5000,75,ASPH-E,MED,30,,,,G
LAR,041-18-43.4000N,105-40-30.0000W,AIRPORT,Y-L,12/30,2,6300,100,ASPH-G,MED,86,105,160,,G
LAR,041-18-43.4000N,105-40-30.0000W,AIRPORT,Y-L,03/21,2,8502,150,ASPH-G,MED,86,105,160,,G
RKS,041-35-39.2000N,109-03-54.7000W,AIRPORT,Y-L,03/21,2,5228,75,ASPH-G,MED,59,88,159,,G
RKS,041-35-39.2000N,109-03-54.7000W,AIRPORT,Y-L,09/27,2,10000,150,ASPH-G,HIGH,55,240,503,,G
SAA,041-26-36.7000N,106-49-39.1000W,AIRPORT,Y-L,05/23,1,8801,100,ASPH-G,MED,50,,,,G
SHR,044-46-09.1000N,106-58-49.0000W,AIRPORT,Y-L,15/33,2,8301,100,ASPH-E,HIGH,60,75,,,G
SHR,044-46-09.1000N,106-58-49.0000W,AIRPORT,Y-L,06/24,2,5039,75,ASPH-G,MED,36,50,,,G
ADK,051-53-00.9000N,176-38-32.9400W,AIRPORT,Y,05/23,1,7790,200,ASPH-G,HIGH,80,145,325,770,G
7AK,054-08-40.6000N,165-36-14.7900W,AIRPORT,Y-L,09/27,1,4500,75,ASPH,MED,120,250,,,F
ANC,061-10-26.7000N,149-59-53.3000W,AIRPORT,Y-L,07R/25L,3,12400,200,ASPH-CONC-G,HIGH,75,175,400,1300,G
ANC,061-10-26.7000N,149-59-53.3000W,AIRPORT,Y-L,07L/25R,3,10600,150,ASPH-G,HIGH,75,175,400,900,G
ANC,061-10-26.7000N,149-59-53.3000W,AIRPORT,Y-L,15/33,3,10865,200,ASPH-G,HIGH,75,175,400,900,G
MRI,061-12-48.7700N,149-50-40.9500W,AIRPORT,Y-L,07/25,3,4000,100,ASPH-G,MED,50,80,,,G
MRI,061-12-48.7700N,149-50-40.9500W,AIRPORT,Y-L,16/34,3,2640,75,ASPH-F,MED,20,,,,F
BRW,071-17-05.5000N,156-46-06.9000W,AIRPORT,Y-L,08/26,1,7100,150,ASPH-F,HIGH,75,160,300,,G
BET,060-46-42.8000N,161-50-13.8000W,AIRPORT,Y-L,01L/19R,3,6400,150,ASPH-F,HIGH,105,147,244,,F
CDB,055-12-21.3000N,162-43-34.5000W,AIRPORT,Y,08/26,2,4900,150,ASPH-G,HIGH,99,131,345,,G
CDB,055-12-21.3000N,162-43-34.5000W,AIRPORT,Y,15/33,2,10179,150,ASPH-G,HIGH,99,200,345,875,G
CDV,060-29-29.9000N,145-28-39.2100W,AIRPORT,Y-L,09/27,2,7500,150,ASPH-G,HIGH,90,153,280,,G
DLG,059-02-40.8000N,158-30-19.8000W,AIRPORT,Y,01/19,1,6400,150,ASPH-G,HIGH,116,186,300,726,G
FAI,064-48-55.2800N,147-51-24.0000W,AIRPORT,Y-L,02L/20R,4,11800,150,ASPH-G,HIGH,75,220,580,1100,G
GAL,064-44-10.2800N,156-56-04.4000W,AIRPORT,Y,08/26,2,6000,100,ASPH-F,MED,110,144,240,,F
GST,058-25-31.0000N,135-42-26.7000W,AIRPORT,Y,11/29,2,6720,150,ASPH-G,MED,60,100,,,G
GST,058-25-31.0000N,135-42-26.7000W,AIRPORT,Y,02/20,2,3010,60,ASPH-G,,40,,,,G
HOM,059-38-41.9800N,151-29-08.9100W,AIRPORT,Y-L,04/22,2,6701,150,ASPH-P,HIGH,62,70,189,,P
JNU,058-21-16.9600N,134-34-42.4900W,AIRPORT,Y-L,08/26,2,8857,150,ASPH-G,HIGH,120,250,550,,F
ENA,060-34-23.8000N,151-14-41.4000W,AIRPORT,Y-L,02L/20R,3,7855,150,ASPH-G,HIGH,75,150,250,,F
KTN,055-21-14.7000N,131-42-40.4000W,AIRPORT,Y-L,11/29,2,7500,150,ASPH-G,HIGH,75,200,300,,G
ADQ,057-44-59.2600N,152-29-38.2000W,AIRPORT,Y-L,01/19,3,5010,150,ASPH-G,HIGH,53,110,150,,G
ADQ,057-44-59.2600N,152-29-38.2000W,AIRPORT,Y-L,08/26,3,7534,150,ASPH-G,HIGH,53,110,150,,G
ADQ,057-44-59.2600N,152-29-38.2000W,AIRPORT,Y-L,11/29,3,5400,150,ASPH-G,HIGH,53,110,150,,F
MCG,062-57-10.0200N,155-36-25.3700W,AIRPORT,Y-L,16/34,2,5936,100,ASPH-G,MED,32,80,120,,G
ENN,064-32-50.2800N,149-04-26.1300W,AIRPORT,Y-L,04L/22R,3,4600,100,ASPH-G,MED,160,,,,G
OME,064-30-45.2000N,165-26-39.8000W,AIRPORT,Y,10/28,2,6009,150,ASPH-G,HIGH,150,150,320,,G
PAQ,061-35-41.7000N,149-05-19.4000W,AIRPORT,Y,16/34,4,6006,100,ASPH-G,MED,180,,,,F
PSG,056-48-05.3000N,132-56-46.4000W,AIRPORT,Y-L,05/23,1,6400,150,ASPH-G,HIGH,75,160,,,F
SDP,055-18-49.3000N,160-31-17.1300W,AIRPORT,Y-L,14/32,1,5213,150,ASPH-G,MED,120,250,,,G
SIT,057-02-48.6000N,135-21-39.8500W,AIRPORT,Y-L,11/29,1,7200,150,ASPH-G,HIGH,100,160,300,,F
SXQ,060-28-30.5000N,151-02-22.7000W,AIRPORT,Y-L,07/25,2,5001,130,ASPH-F,MED,12,,,,G
DUT,053-53-56.2000N,166-32-42.1000W,AIRPORT,Y-L,13/31,1,4500,100,ASPH-F,MED,60,,210,,G
VDZ,061-08-03.2000N,146-14-41.1700W,AIRPORT,Y-L,06/24,1,6500,150,ASPH-G,HIGH,75,200,300,,F
WRG,056-29-03.6000N,132-22-11.4000W,AIRPORT,Y-L,10/28,1,6000,150,ASPH-G,HIGH,75,175,175,,G
YAK,059-30-11.9600N,139-39-36.9700W,AIRPORT,Y-L,11/29,2,7732,150,ASPH-G,HIGH,38,107,200,,F
YAK,059-30-11.9600N,139-39-36.9700W,AIRPORT,Y-L,02/20,2,6475,150,CONC-G,HIGH,38,107,200,,G
ITO,019-43-12.9500N,155-02-54.4900W,AIRPORT,Y-L,08/26,2,9800,150,ASPH-G,HIGH,75,250,350,850,G
ITO,019-43-12.9500N,155-02-54.4900W,AIRPORT,Y-L,03/21,2,5600,150,ASPH-F,MED,75,80,140,410,F
HNL,021-19-04.1400N,157-55-12.8200W,AIRPORT,Y-L,04L/22R,6,6955,150,ASPH-F,HIGH,100,200,400,850,G
HNL,021-19-04.1400N,157-55-12.8200W,AIRPORT,Y-L,04R/22L,6,9002,150,ASPH-E,HIGH,100,200,400,850,F
HNL,021-19-04.1400N,157-55-12.8200W,AIRPORT,Y-L,08L/26R,6,12312,150,ASPH-F,HIGH,100,200,400,780,F
HNL,021-19-04.1400N,157-55-12.8200W,AIRPORT,Y-L,08R/26L,6,12000,200,ASPH-E,HIGH,80,170,400,780,G
OGG,020-53-55.1300N,156-25-49.6500W,AIRPORT,Y,05/23,3,4980,150,ASPH-G,MED,130,170,270,,G
OGG,020-53-55.1300N,156-25-49.6500W,AIRPORT,Y,02/20,3,6998,150,ASPH-G,HIGH,130,170,360,750,G
EET,033-10-40.0000N,086-46-59.6000W,AIRPORT,Y-L,16/34,1,5000,75,ASPH-F,MED,16,,,,G
BHM,033-33-50.0000N,086-45-08.3000W,AIRPORT,Y-L,06/24,2,12007,150,ASPH-G,HIGH,175,205,350,,F
BHM,033-33-50.0000N,086-45-08.3000W,AIRPORT,Y-L,18/36,2,7099,150,ASPH-G,MED,75,170,240,,G
DHN,031-19-15.7000N,085-26-58.1000W,AIRPORT,Y-L,18/36,2,5498,100,ASPH-F,HIGH,75,105,190,,G
DHN,031-19-15.7000N,085-26-58.1000W,AIRPORT,Y-L,14/32,2,8499,150,ASPH-E,HIGH,75,105,190,,G
BFM,030-37-36.4100N,088-04-05.1300W,AIRPORT,Y-L,18/36,2,7800,150,ASPH-CONC-F,MED,76,150,320,,G
BFM,030-37-36.4100N,088-04-05.1300W,AIRPORT,Y-L,14/32,2,9618,150,ASPH-CONC-G,HIGH,75,185,325,,G
IFP,035-09-16.6100N,114-33-33.6000W,AIRPORT,Y-L,16/34,1,8501,150,ASPH-G,MED,75,200,400,,G
P52,034-43-48.2000N,112-02-06.4900W,AIRPORT,Y-L,14/32,1,4250,75,ASPH-G,MED,4,,,,G
FLG,035-08-25.1400N,111-40-09.2700W,AIRPORT,Y-L,03/21,1,8800,150,ASPH-E,HIGH,30,95,140,,G
FHU,031-35-18.5000N,110-20-39.8000W,AIRPORT,Y-L,08/26,4,12001,150,CONC-E,HIGH,75,200,450,700,G
FHU,031-35-18.5000N,110-20-39.8000W,AIRPORT,Y-L,12/30,4,5366,100,ASPH-CONC-G,MED,46,106,137,172,G
GEU,033-31-36.9000N,112-17-42.5000W,AIRPORT,Y-L,01/19,1,7150,100,ASPH-G,MED,40,60,,,G
P13,033-21-11.3000N,110-40-02.5000W,AIRPORT,Y-L,09/27,1,6500,100,ASPH-F,MED,60,,,,F
GYR,033-25-23.8000N,112-22-31.3000W,AIRPORT,Y-L,03/21,2,8500,150,ASPH-G,MED,115,225,505,985,G
IGM,035-15-34.1200N,113-56-16.9800W,AIRPORT,Y-L,17/35,2,6725,75,ASPH-G,MED,22,60,,,G
IGM,035-15-34.1200N,113-56-16.9800W,AIRPORT,Y-L,03/21,2,6827,150,ASPH-G,MED,45,85,125,265,G
HII,034-34-16.0500N,114-21-29.8000W,AIRPORT,Y-L,14/32,1,8000,100,ASPH-F,MED,100,,,,G
MZJ,032-30-35.4000N,111-19-31.2000W,AIRPORT,Y-L,12/30,1,6849,150,ASPH-P,MED,68,100,270,500,P
FFZ,033-27-39.0300N,111-43-41.9700W,AIRPORT,Y-L,04L/22R,2,3799,75,ASPH-G,MED,12,,,,G
FFZ,033-27-39.0300N,111-43-41.9700W,AIRPORT,Y-L,04R/22L,2,5100,100,ASPH-G,MED,38,60,90,,G
OLS,031-25-03.8000N,110-50-52.4000W,AIRPORT,Y-L,03/21,2,7200,100,ASPH-G,MED,21,,,,P
OLS,031-25-03.8000N,110-50-52.4000W,AIRPORT,Y-L,H1,2,97,97,CONC-G,,22,,,,
PGA,036-55-33.8500N,111-26-54.0600W,AIRPORT,Y-L,15/33,2,5950,150,ASPH-G,MED,65,90,190,,G
P20,034-08-59.4000N,114-16-04.2000W,AIRPORT,Y-L,01/19,1,6250,100,ASPH-G,MED,30,50,,,P
PAN,034-15-24.6100N,111-20-21.3200W,AIRPORT,Y-L,06/24,2,5504,75,ASPH-G,MED,40,50,100,,G
DVT,033-41-17.9000N,112-04-57.2000W,AIRPORT,Y-L,07R/25L,2,8196,100,ASPH-G,MED,20,91,255,,G
DVT,033-41-17.9000N,112-04-57.2000W,AIRPORT,Y-L,07L/25R,2,4500,75,ASPH-G,MED,70,117,,,G
IWA,033-18-28.1700N,111-39-19.6500W,AIRPORT,Y,12C/30C,3,10201,150,ASPH-CONC-G,HIGH,55,95,185,550,G
IWA,033-18-28.1700N,111-39-19.6500W,AIRPORT,Y,12L/30R,3,9300,150,CONC-G,HIGH,75,210,590,850,G
IWA,033-18-28.1700N,111-39-19.6500W,AIRPORT,Y,12R/30L,3,10401,150,CONC-G,MED,55,95,185,550,G
PHX,033-26-03.4000N,112-00-41.7000W,AIRPORT,Y-L,07R/25L,3,7800,150,CONC-G,HIGH,30,200,400,1010,G
PHX,033-26-03.4000N,112-00-41.7000W,AIRPORT,Y-L,07L/25R,3,10300,150,CONC-G,HIGH,30,235,435,940,G
PHX,033-26-03.4000N,112-00-41.7000W,AIRPORT,Y-L,08/26,3,11489,150,CONC-G,HIGH,30,200,455,965,G
PRC,034-39-17.4000N,112-25-09.2000W,AIRPORT,Y-L,03L/21R,3,4846,60,ASPH-G,MED,12,,,,
PRC,034-39-17.4000N,112-25-09.2000W,AIRPORT,Y-L,03R/21L,3,7619,150,ASPH-G,MED,63,80,100,,G
PRC,034-39-17.4000N,112-25-09.2000W,AIRPORT,Y-L,12/30,3,4408,75,ASPH-G,MED,12,,,,G
SAD,032-51-12.0300N,109-38-06.2900W,AIRPORT,Y-L,12/30,3,6007,100,ASPH-G,MED,33,,,,G
