,Loc Id,ARP Latitude,ARP Longitude,Facility Type,Runway Id,Length,Width,Surface Type Condition,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Schedule
380,SVH,035-45-54.0000N,080-57-14.0000W,AIRPORT,18/36,2648,47,ASPH-E,0.0,0.0,0.0,0.0,ALL/MON-FRI/DALGT
381,BIS,046-46-21.8400N,100-44-44.6600W,AIRPORT,H1,30,30,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0800-DUSK
382,DIK,046-48-01.7000N,102-48-15.9700W,AIRPORT,16/34,2000,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
383,FAR,046-55-14.3000N,096-48-56.7000W,AIRPORT,12/30,1661,40,TURF,0.0,0.0,0.0,0.0,UNATNDD
384,JMS,046-55-47.0000N,098-40-41.5000W,AIRPORT,E/W,2250,45,TURF,0.0,0.0,0.0,0.0,UNATNDD
385,S25,047-47-34.8000N,103-14-57.6700W,AIRPORT,09/27,1900,50,ASPH-TURF,0.0,0.0,0.0,0.0,ALL/SUN/1300-1600
386,XWA,048-15-35.2200N,103-45-02.0000W,AIRPORT,10/28,3000,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
387,OMA,041-18-11.4000N,095-53-38.6000W,AIRPORT,17/35,2600,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
388,FET,041-26-59.8000N,096-31-16.3000W,AIRPORT,18/36,3000,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
389,EAR,040-43-37.3500N,099-00-24.3700W,AIRPORT,17/35,6501,75,ASPH-E,58.0,75.0,129.0,0.0,UNATNDD
390,LNK,040-51-03.2100N,096-45-32.8400W,AIRPORT,H1,75,75,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0700-1600
391,LBF,041-07-34.3700N,100-41-01.1500W,AIRPORT,06/24,6000,100,ASPH-E,0.0,0.0,0.0,0.0,UNATNDD
392,SNY,041-05-59.1400N,102-59-05.9800W,AIRPORT,10/28,1840,97,TURF,0.0,0.0,0.0,0.0,UNATNDD
393,BFF,041-52-26.5000N,103-35-44.3000W,AIRPORT,16/34,2600,50,TURF,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
394,EEN,042-53-54.2000N,072-16-14.8000W,AIRPORT,H1,40,40,CONC-F,0.0,0.0,0.0,0.0,UNATNDD
395,ACY,039-27-27.3000N,074-34-37.8000W,AIRPORT,15/33,3500,25,CONC,0.0,0.0,0.0,0.0,UNATNDD
396,WWD,039-00-30.1300N,074-54-30.6300W,AIRPORT,10/28,2900,100,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
397,MMU,040-47-57.6200N,074-24-53.6000W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,NOV-MAR/ALL/0700-2100
398,ALM,032-50-21.9000N,105-59-28.1000W,AIRPORT,06/24,815,40,GRAVEL-F,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
399,ABQ,035-02-20.1500N,106-36-29.7400W,AIRPORT,H1,40,40,MATS,0.0,0.0,0.0,0.0,ALL/SAT/0900-1700
400,BRG,034-38-45.1000N,106-50-10.8200W,AIRPORT,06/24,1120,60,DIRT,0.0,0.0,0.0,0.0,UNATNDD
401,CVN,034-25-35.7200N,103-04-39.2900W,AIRPORT,12/30,4825,60,ASPH-G,15.0,0.0,0.0,0.0,UNATNDD
402,DMN,032-15-44.6000N,107-43-08.4000W,AIRPORT,H1,60,60,CONC-G,0.0,0.0,0.0,0.0,ALL/MON-FRI/0730-1700
403,AEG,035-08-41.6700N,106-47-42.6300W,AIRPORT,07/25,7003,152,ASPH,0.0,0.0,0.0,0.0,IREG
404,FMN,036-44-28.5000N,108-13-47.7900W,AIRPORT,07/25,4000,40,DIRT-F,0.0,0.0,0.0,0.0,UNATNDD
405,SVC,032-38-11.5700N,108-09-22.9900W,AIRPORT,10/28,6000,100,ASPH-G,53.0,93.0,160.0,0.0,ALL/ALL/ALL
406,LVS,035-39-15.2000N,105-08-32.6000W,AIRPORT,H1,80,80,CONC,0.0,0.0,0.0,0.0,UNATNDD
407,ROW,033-17-59.5300N,104-31-45.8300W,AIRPORT,H1,46,46,CONC,0.0,0.0,0.0,0.0,IREG
408,SAF,035-37-01.6000N,106-05-21.9000W,AIRPORT,H1,50,50,ASPH-CONC,0.0,0.0,0.0,0.0,UNATNDD
409,SKX,036-27-06.1000N,105-40-23.1000W,AIRPORT,03/21,3340,45,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
410,BAM,040-35-56.6000N,116-52-27.6000W,AIRPORT,03/21,5200,200,DIRT,0.0,0.0,0.0,0.0,UNATNDD
411,BVU,035-56-50.3100N,114-51-39.9000W,AIRPORT,01/19,2681,140,DIRT-GRVL-F,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-DUSK
412,CXP,039-11-32.3000N,119-43-57.2500W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,ALL/MON-FRI/0700-1700
413,INS,036-35-10.8400N,115-40-38.5300W,AIRPORT,18/36,2000,60,GRVL,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1800
414,LOL,040-03-59.2800N,118-33-54.3100W,AIRPORT,10/28,2000,40,ASPH,0.0,0.0,0.0,0.0,UNATNDD
415,EKO,040-49-30.0000N,115-47-28.8000W,AIRPORT,15/33,2500,300,TURF,0.0,0.0,0.0,0.0,ALL/SAT-SUN/UNATNDD
416,ELY,039-17-58.8800N,114-50-30.7600W,AIRPORT,H1,60,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
417,LAS,036-04-48.1600N,115-09-08.0400W,AIRPORT,H1,33,33,TURF,0.0,0.0,0.0,0.0,UNATNDD
418,HND,035-58-22.2800N,115-08-03.7800W,AIRPORT,H1,33,33,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
419,MEV,039-00-01.8000N,119-45-04.0000W,AIRPORT,H1,48,48,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
420,VGT,036-12-38.5300N,115-11-40.0000W,AIRPORT,02/20,2105,121,ASPH-TURF-E,0.0,0.0,0.0,0.0,UNATNDD
421,RTS,039-40-05.4400N,119-52-35.1800W,AIRPORT,02/20,6201,100,ASPH-E,0.0,60.0,0.0,0.0,UNATNDD
422,RNO,039-29-56.8000N,119-46-05.2000W,AIRPORT,14/32,4001,75,ASPH-E,25.0,0.0,0.0,0.0,ALL/MON-THU/0700-1900
423,POU,041-37-35.7100N,073-53-03.0800W,AIRPORT,H1,30,30,TURF,0.0,0.0,0.0,0.0,UNATNDD
424,ITH,042-29-28.9000N,076-27-31.4000W,AIRPORT,14/32,2000,100,TURF,0.0,0.0,0.0,0.0,ALL/ALL/ALL
425,PEO,042-38-13.5000N,077-03-10.3000W,AIRPORT,04/22,5598,50,ASPH-TURF,0.0,0.0,0.0,0.0,UNATNDD
426,LUK,039-06-12.0000N,084-25-07.0000W,AIRPORT,12/30,3840,50,DIRT-G,0.0,0.0,0.0,0.0,ALL/ALL/0600-2200
427,DFI,041-20-15.0000N,084-25-43.7000W,AIRPORT,H1,30,30,CONC-GRVL,0.0,0.0,0.0,0.0,MAR-OCT/THU-SUN/1100-DUSK
428,TOL,041-35-12.5400N,083-48-28.1800W,AIRPORT,09/27,2800,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
429,UNI,039-12-42.8100N,082-13-45.3200W,AIRPORT,NE/SW,15000,1500,WATER,0.0,0.0,0.0,0.0,UNATNDD
430,ADH,034-48-15.3400N,096-40-16.3200W,AIRPORT,15/33,11820,200,ASPH-G,100.0,240.0,500.0,0.0,UNATNDD
431,ADM,034-18-13.9400N,097-01-14.1500W,AIRPORT,05/23,6573,150,ASPH-G,40.0,73.0,115.0,0.0,UNATNDD
432,BVO,036-45-48.1000N,096-00-40.3000W,AIRPORT,02/20,1600,54,TURF,0.0,0.0,0.0,0.0,UNATNDD
433,RCE,035-29-17.1000N,097-49-24.8000W,AIRPORT,H1,55,55,MATS,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1730
434,6K4,036-17-28.3000N,098-28-32.9000W,AIRPORT,H1,40,28,CONC,0.0,0.0,0.0,0.0,UNATNDD
435,PNC,036-43-55.0400N,097-05-59.2200W,AIRPORT,18/36,1700,75,TURF,0.0,0.0,0.0,0.0,IREG
436,TUL,036-11-54.2200N,095-53-17.1800W,AIRPORT,12/30,1600,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
437,OKC,035-23-35.0700N,097-36-02.7400W,AIRPORT,18/36,1900,100,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
438,AST,046-09-28.7000N,123-52-43.0000W,AIRPORT,05/23,7001,100,ASPH-E,35.0,68.0,0.0,0.0,UNATNDD
439,UAO,045-14-49.7000N,122-46-12.2000W,AIRPORT,14/32,3147,40,ASPH-G,8.0,0.0,0.0,0.0,ALL/ALL/ALL
440,BKE,044-50-14.4000N,117-48-32.9000W,AIRPORT,H1,25,25,CONC,0.0,0.0,0.0,0.0,UNATNDD
441,BDN,044-05-40.4200N,121-12-00.8000W,AIRPORT,03/21,2074,85,TURF,0.0,0.0,0.0,0.0,ALL/SAT/0800-1600
442,BNO,043-35-30.8600N,118-57-19.5700W,AIRPORT,04/22,6452,150,ASPH-G,80.0,123.0,0.0,0.0,ALL/ALL/ALL
443,DLS,045-37-09.6800N,121-10-05.7900W,AIRPORT,H1,35,35,CONC,0.0,0.0,0.0,0.0,UNATNDD
444,CVO,044-29-48.7500N,123-17-22.0500W,AIRPORT,14/32,1600,125,TURF,0.0,0.0,0.0,0.0,UNATNDD
445,LMT,042-09-22.1200N,121-43-59.5400W,AIRPORT,03/21,5500,75,ASPH-G,25.0,0.0,0.0,0.0,ALL/ALL/ALL
446,PDT,045-41-42.3400N,118-50-36.1300W,AIRPORT,09/27,1800,35,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0900-1700
447,GCD,044-24-10.7400N,118-58-03.7900W,AIRPORT,03/21,3400,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
448,77S,043-55-50.7000N,123-00-24.0000W,AIRPORT,17/35,1300,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
449,4S2,045-40-22.0000N,121-32-01.9100W,AIRPORT,07/25,1600,60,TURF,0.0,0.0,0.0,0.0,ATNDD/MON - SAT/0800 - 1700
450,LGD,045-17-20.6800N,118-00-22.0500W,AIRPORT,13/31,2117,60,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0500-2400
451,LKV,042-09-40.0000N,120-23-56.7000W,AIRPORT,09/27,1500,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
452,S33,044-40-12.5900N,121-09-18.5400W,AIRPORT,H1,60,60,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
453,EUG,044-07-28.5000N,123-12-43.1000W,AIRPORT,06/24,5500,75,ASPH-E,24.0,30.0,0.0,0.0,ALL/ALL/ALL
454,MMV,045-11-40.4000N,123-08-09.8000W,AIRPORT,09/27,4498,150,ASPH-P,20.0,0.0,0.0,0.0,UNATNDD
455,SLE,044-54-34.3000N,123-00-09.0000W,AIRPORT,11/29,3662,72,TURF,0.0,0.0,0.0,0.0,UNATNDD
456,ONP,044-34-49.3000N,124-03-28.5000W,AIRPORT,NW/SE,2500,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
457,ONO,044-01-09.7000N,117-00-46.9000W,AIRPORT,08/26,3400,70,TURF,0.0,0.0,0.0,0.0,ALL/MON-THUR/IREG
458,22S,042-43-04.7000N,120-33-46.0000W,AIRPORT,10/28,4030,60,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
459,HIO,045-32-31.6400N,122-57-02.6000W,AIRPORT,17/35,2600,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
460,PDX,045-35-19.3500N,122-35-48.7300W,AIRPORT,H1,40,40,ASPH,0.0,0.0,0.0,0.0,UNATNDD
461,S39,044-17-16.2800N,120-54-19.7900W,AIRPORT,H1,80,80,CONC,0.0,0.0,0.0,0.0,UNATNDD
462,RDM,044-15-14.6500N,121-08-59.9000W,AIRPORT,03/21,4314,75,ASPH-G,30.0,0.0,0.0,0.0,ALL/SAT-SUN/0800-1700
463,MFR,042-22-29.8700N,122-52-23.8400W,AIRPORT,13/31,6400,100,ASPH-G,75.0,130.0,190.0,0.0,ALL/MON-FRI/0700-1700
464,REO,042-34-39.5800N,117-53-07.5500W,AIRPORT,07/25,4700,75,ASPH-G,16.0,20.0,0.0,0.0,UNATNDD
465,RBG,043-14-21.6100N,123-21-21.0700W,AIRPORT,17/35,2596,60,ASPH-G,4.0,0.0,0.0,0.0,UNATNDD
466,SPB,045-46-15.7000N,122-51-42.6000W,AIRPORT,H1,30,30,CONC,0.0,0.0,0.0,0.0,UNATNDD
467,OTH,043-25-01.0000N,124-14-49.3000W,AIRPORT,08/26,4074,115,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
468,S21,043-52-34.7300N,121-27-10.9900W,AIRPORT,H11,60,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
469,TMK,045-25-05.7000N,123-48-51.8000W,AIRPORT,09/27,2500,30,GRASS,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
470,AGC,040-21-15.9800N,079-55-44.5700W,AIRPORT,13/31,3136,80,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
471,CXY,040-13-01.7000N,076-51-04.9000W,AIRPORT,17/35,2600,50,ASPH-F,5.0,0.0,0.0,0.0,UNATNDD
472,PNE,040-04-54.9800N,075-00-38.0800W,AIRPORT,09/27,4137,60,ASPH-F,13.0,0.0,0.0,0.0,UNATNDD
473,PHL,039-52-19.5000N,075-14-26.3900W,AIRPORT,01/19,2764,25,ASPH-G,0.0,0.0,0.0,0.0,UNATNDD
474,UNV,040-51-00.0000N,077-50-51.3000W,AIRPORT,H1,44,44,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
475,AIK,033-38-57.8000N,081-41-06.1000W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0700-1900
476,CHS,032-53-55.1000N,080-02-25.9000W,AIRPORT,09/27,2600,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
477,JZI,032-42-03.7000N,080-00-11.7000W,AIRPORT,03/21,3579,60,ASPH-E,12.0,0.0,0.0,0.0,IREG
478,GYH,034-45-29.9300N,082-22-35.0900W,AIRPORT,18/36,2615,150,TURF,0.0,0.0,0.0,0.0,UNATNDD
479,GMU,034-50-52.6000N,082-21-00.0000W,AIRPORT,H1,40,40,CONC-E,0.0,0.0,0.0,0.0,UNATNDD
480,HXD,032-13-28.1800N,080-41-50.6400W,AIRPORT,08/26,1500,75,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
481,CUB,033-58-13.7000N,080-59-42.9000W,AIRPORT,17/35,1100,55,TURF,0.0,0.0,0.0,0.0,ALL/SAT-SUN/1500-2300Z++
482,ABR,045-26-48.4700N,098-25-20.7900W,AIRPORT,H1,30,20,WOOD,0.0,0.0,0.0,0.0,NOVEMBER-FEBRUARY/MON-SAT/0800-1800
483,SPF,044-28-51.8000N,103-47-09.6000W,AIRPORT,18/36,2625,60,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
484,YKN,042-55-00.0400N,097-23-09.3500W,AIRPORT,17/35,4400,75,ASPH-CONC-G,30.0,0.0,0.0,0.0,UNATNDD
485,HON,044-23-06.7000N,098-13-42.8000W,AIRPORT,18/36,3000,60,ASPH-G,4.0,0.0,0.0,0.0,ALL/M-F/0700-2000
486,FSD,043-34-55.2700N,096-44-30.9300W,AIRPORT,03/21,1800,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
487,PIR,044-22-57.7000N,100-17-09.5000W,AIRPORT,01/19,3010,60,ASPH-G,4.0,0.0,0.0,0.0,UNATNDD
488,RAP,044-02-43.2000N,103-03-26.5000W,AIRPORT,01/19,2000,50,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
489,HZD,036-05-21.4700N,088-27-47.8800W,AIRPORT,18/36,5001,100,CONC-G,0.0,0.0,0.0,0.0,ALL/ALL/ALL
490,RZR,035-12-44.4100N,084-47-57.1200W,AIRPORT,H1,25,25,GRAVEL-F,0.0,0.0,0.0,0.0,UNATTND
491,M02,036-07-40.6400N,087-25-47.4200W,AIRPORT,H1,50,50,ASPH,0.0,0.0,0.0,0.0,UNATNDD
492,M29,035-22-58.9200N,087-58-05.7600W,AIRPORT,E/W,1970,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
493,PHT,036-20-09.4000N,088-23-04.0000W,AIRPORT,H1,50,50,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
494,JWN,036-10-58.8800N,086-53-11.3800W,AIRPORT,H1,80,80,TURF,0.0,0.0,0.0,0.0,ALL/ALL/DALGT
495,DKX,035-57-49.8000N,083-52-25.2000W,AIRPORT,H1,50,48,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
496,M54,036-11-25.4800N,086-18-56.4900W,AIRPORT,17/35,3100,60,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
497,CHA,035-02-06.7000N,085-12-12.8000W,AIRPORT,01R/19L,4208,100,ASPH-G,30.0,60.0,0.0,0.0,UNATNDD
498,TYS,035-48-39.9300N,083-59-38.6400W,AIRPORT,17/35,2580,40,ASPH-P,0.0,0.0,0.0,0.0,UNATNDD
499,MKL,035-35-59.5700N,088-54-56.2000W,AIRPORT,17/35,3000,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
500,NQA,035-21-23.9000N,089-52-13.5500W,AIRPORT,16/34,2900,50,ASPH-G,7.0,0.0,0.0,0.0,ALL/ALL/0700-1500
501,MNV,035-32-42.8300N,084-22-49.4400W,AIRPORT,18/36,1116,40,TURF-DIRT-F,0.0,0.0,0.0,0.0,UNATNDD
502,BNA,036-07-28.1100N,086-40-41.4500W,AIRPORT,03/21,2900,42,ASPH-F,10.0,12.0,0.0,0.0,ALL/ALL/ALL
503,TRI,036-28-30.7500N,082-24-26.7000W,AIRPORT,17/35,3749,60,ASPH-G,10.0,0.0,0.0,0.0,UNATNDD
504,ABI,032-24-40.8000N,099-40-54.8000W,AIRPORT,H1,53,53,CONC-F,0.0,0.0,0.0,0.0,UNATNDD
505,ADS,032-58-06.8000N,096-50-11.2000W,AIRPORT,16R/34L,8009,150,ASPH-G,120.0,250.0,550.0,0.0,UNATNDD
506,T31,033-12-30.4200N,096-44-30.9900W,AIRPORT,12/30,3247,94,DIRT,0.0,0.0,0.0,0.0,UNATNDD
507,AUS,030-11-40.3000N,097-40-11.5500W,AIRPORT,17/35,5224,60,ASPH-G,12.0,0.0,0.0,0.0,UNATNDD
508,BMT,030-04-12.7400N,094-12-54.3500W,AIRPORT,17/35,1900,50,TURF,0.0,0.0,0.0,0.0,UNATNDD
509,BEA,028-21-51.2000N,097-47-31.0000W,AIRPORT,H1,20,20,ASPH,0.0,0.0,0.0,0.0,UNATNDD
510,BPG,032-12-45.4000N,101-31-17.9000W,AIRPORT,06/24,1300,50,TURF,0.0,0.0,0.0,0.0,IREG
511,XBP,033-10-26.2500N,097-49-42.3400W,AIRPORT,H1,60,60,ASPH,0.0,0.0,0.0,0.0,UNATNDD
512,BKS,027-12-21.8000N,098-07-15.7000W,AIRPORT,09/27,1701,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
513,CDS,034-26-01.6000N,100-17-16.8000W,AIRPORT,07/25,2950,60,CONC,0.0,0.0,0.0,0.0,UNATNDD
514,CXO,030-21-12.2200N,095-24-54.3000W,AIRPORT,10/28,2000,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
515,CRP,027-46-19.9000N,097-30-08.7000W,AIRPORT,H1,40,40,ASPH-F,0.0,0.0,0.0,0.0,UNATNDD
516,DAL,032-50-45.4000N,096-51-03.1600W,AIRPORT,H1,65,65,ASPH,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
517,LUD,033-15-15.3000N,097-34-49.8000W,AIRPORT,H1,45,45,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
518,DTO,033-12-07.0600N,097-11-56.7500W,AIRPORT,H1,44,44,CONC,0.0,0.0,0.0,0.0,UNATNDD
519,CLL,030-35-16.9500N,096-21-45.1600W,AIRPORT,H1,50,50,CONC-F,0.0,0.0,0.0,0.0,UNATNDD
520,GGG,032-23-02.4000N,094-42-41.4000W,AIRPORT,H1,65,65,ASPH,0.0,0.0,0.0,0.0,UNATNDD
521,EFD,029-36-26.4000N,095-09-31.5000W,AIRPORT,05/23,3845,50,ASPH,0.0,0.0,0.0,0.0,UNATNDD
522,ELP,031-48-26.4000N,106-22-34.9000W,AIRPORT,14/32,2497,50,ASPH-E,0.0,0.0,0.0,0.0,ALL/SUN/0600-1800
523,FTW,032-49-11.1700N,097-21-44.8200W,AIRPORT,H1,47,47,CONC,0.0,0.0,0.0,0.0,UNATNDD
524,GNC,032-40-31.2000N,102-39-09.6000W,AIRPORT,05/23,1885,100,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/0800-1700
525,UVA,029-12-40.8000N,099-44-36.9000W,AIRPORT,H1,48,48,GRVL-TURF,0.0,0.0,0.0,0.0,UNATNDD
526,IAH,029-59-03.9700N,095-20-29.1900W,AIRPORT,09R/27L,2179,100,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
527,GTU,030-40-43.7000N,097-40-45.8000W,AIRPORT,15/33,1550,50,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
528,T82,030-14-35.7000N,098-54-33.1000W,AIRPORT,08/26,2500,150,TURF,0.0,0.0,0.0,0.0,UNATNDD
529,DZB,030-31-37.3900N,098-21-31.5200W,AIRPORT,10C/28C,10775,150,ASPH-CONC-G,100.0,149.0,260.0,0.0,UNATTND
530,TME,029-48-18.1000N,095-53-52.4000W,AIRPORT,18/36,1400,100,TURF,0.0,0.0,0.0,0.0,ALL/MON-FRI/ALL
531,AQO,030-47-03.2000N,098-39-35.6000W,AIRPORT,H1,100,200,TURF,0.0,0.0,0.0,0.0,UNATTENDED
532,LBB,033-39-49.2000N,101-49-14.0000W,AIRPORT,11/29,2129,30,ASPH-E,0.0,0.0,0.0,0.0,UNATNDD
533,GVT,033-04-04.2000N,096-03-55.2000W,AIRPORT,17/35,5119,100,ASPH-G,69.0,99.0,0.0,0.0,MAR-OCT/MON-SUN/0800-2000
534,MRF,030-22-16.0000N,104-01-03.1000W,AIRPORT,18/36,1700,75,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
535,MAF,031-56-33.1000N,102-12-06.9000W,AIRPORT,04/22,11001,150,ASPH-CONC-G,100.0,210.0,625.0,975.0,UNATNDD
536,MWL,032-46-53.7800N,098-03-36.6300W,AIRPORT,18/36,2900,50,TURF,0.0,0.0,0.0,0.0,ALL/ALL/0800-DARK
537,ODO,031-55-17.0900N,102-23-13.6800W,AIRPORT,H1,54,54,CONC,0.0,0.0,0.0,0.0,ALL/ALL/ALL
538,AFW,032-59-25.3900N,097-19-09.9900W,AIRPORT,N/S,3000,36,DIRT,0.0,0.0,0.0,0.0,ALL/ALL/ALL
539,AMA,035-13-09.7000N,101-42-21.3000W,AIRPORT,13/31,6900,100,ASPH-G,91.0,108.0,168.0,0.0,UNATNDD
540,SJT,031-21-27.8900N,100-29-46.7000W,AIRPORT,14/32,2252,150,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
541,SAT,029-32-02.2500N,098-28-08.6000W,AIRPORT,08/26,1726,60,TURF,0.0,0.0,0.0,0.0,UNATNDD
542,SPS,033-59-19.6800N,098-29-30.8500W,AIRPORT,02/20,3200,200,TURF,0.0,0.0,0.0,0.0,UNATNDD
543,SWI,033-37-26.9000N,096-35-10.1000W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
544,SSF,029-20-13.1300N,098-28-15.7600W,AIRPORT,11/29,3539,100,ASPH-F,27.0,0.0,0.0,0.0,ALL/ALL/ALL
545,TRL,032-42-30.5800N,096-16-01.5400W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
546,VCT,028-51-15.1400N,096-55-07.4400W,AIRPORT,02/20,1850,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
547,ACT,031-36-43.9000N,097-13-49.1000W,AIRPORT,N/S,2000,75,TURF,0.0,0.0,0.0,0.0,UNATNDD
548,F05,034-13-32.4000N,099-17-01.5000W,AIRPORT,16/34,3164,30,CONC-G,0.0,0.0,0.0,0.0,UNATNDD
549,HOU,029-38-44.8800N,095-16-38.0300W,AIRPORT,H1,60,40,TURF-G,0.0,0.0,0.0,0.0,IREG
550,CNY,038-45-27.4700N,109-45-12.4700W,AIRPORT,H1,55,55,CONC,0.0,0.0,0.0,0.0,UNATNDD
551,PUC,039-36-50.0000N,110-45-05.8000W,AIRPORT,16/34,6080,100,CONC-G,60.0,0.0,0.0,0.0,UNATNDD
552,CDC,037-42-03.4900N,113-05-55.8600W,AIRPORT,17/35,2190,25,DIRT-P,0.0,0.0,0.0,0.0,ALL/ALL/ALL
553,HIF,041-07-26.1800N,111-58-23.0000W,AIRPORT,H1,60,40,CONC-F,0.0,0.0,0.0,0.0,IREG
554,DPG,040-11-50.5700N,112-56-06.2000W,AIRPORT,06/24,2800,150,TURF-G,0.0,0.0,0.0,0.0,UNATNDD
555,OGD,041-11-42.2500N,112-00-43.9000W,AIRPORT,05/23,3500,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
556,PVU,040-13-09.0000N,111-43-24.1000W,AIRPORT,18/36,2251,60,TURF-G,0.0,0.0,0.0,0.0,ALL/ALL/ALL
557,RIF,038-44-02.8000N,112-06-05.7000W,AIRPORT,H1,39,25,CONC,0.0,0.0,0.0,0.0,UNATNDD
558,SLC,040-47-18.2200N,111-58-39.9800W,AIRPORT,16/34,3600,40,TRTD,0.0,0.0,0.0,0.0,ALL/MON-SAT/0800-1700
559,BTF,040-52-05.3400N,111-55-39.0000W,AIRPORT,H1,40,40,ASPH,0.0,0.0,0.0,0.0,UNATNDD
560,U42,040-37-10.3700N,111-59-34.4000W,AIRPORT,01/19,2584,50,TURF-F,0.0,0.0,0.0,0.0,UNATNDD
561,SGU,037-02-10.9600N,113-30-37.0900W,AIRPORT,11/29,8000,150,PEM-E,0.0,0.0,0.0,0.0,ALL/ALL/ALL
562,VEL,040-26-09.8800N,109-30-41.1200W,AIRPORT,01/19,3450,27,ASPH,0.0,0.0,0.0,0.0,JUN-SEP/ALL/0800-1800
563,ENV,040-43-07.4100N,114-01-43.2200W,AIRPORT,12/30,930,60,TURF,0.0,0.0,0.0,0.0,IREG/IREG/DALGT
564,HSP,037-57-05.2000N,079-50-02.0200W,AIRPORT,18/36,1800,80,TURF,0.0,0.0,0.0,0.0,UNATNDD
565,JYO,039-04-40.7000N,077-33-27.0000W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
566,RIC,037-30-18.6500N,077-19-11.0600W,AIRPORT,H1,30,30,CONC,0.0,0.0,0.0,0.0,ALL/ALL/0500-2400
567,ROA,037-19-31.7000N,079-58-31.5000W,AIRPORT,H1,40,40,CONC,0.0,0.0,0.0,0.0,UNATNDD
568,RMN,038-23-53.2000N,077-27-19.7000W,AIRPORT,17L/35R,8500,150,CONC-G,120.0,250.0,550.0,1120.0,UNATNDD
569,JFZ,037-03-49.4900N,081-47-53.7600W,AIRPORT,09/27,2600,100,TURF,0.0,0.0,0.0,0.0,UNATNDD
570,74S,048-29-54.6200N,122-39-44.8900W,AIRPORT,11/29,4050,60,ASPH,0.0,0.0,0.0,0.0,UNATNDD
571,S97,048-06-17.0200N,119-43-11.7000W,AIRPORT,14/32,3400,45,TURF,0.0,0.0,0.0,0.0,UNATNDD
