flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8
N111Z,USDA FOREST SERVICE,TU206F,Fixed Wing Single-Engine,CESSNA,07/31/2028,Reciprocating,None,Government,No,A03229,NO,FIRE & AVIATION,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,Unknown,Unknown,08/21/1975,None,Standard,Normal,No,Valid,U20602919,None,10/19/1978,None,50031051
N191Z,USDA FOREST SERVICE,BEAVER DHC-2,Fixed Wing Single-Engine,DEHAVILLAND,07/31/2029,Reciprocating,None,Government,No,A16E21,NO,FIRE & AVIATION,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W,R-985 SERIES,05/02/2002,None,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,1006,None,02/05/1957,1956,50267041
N141Z,USDA FOREST SERVICE,DHC-6-300,Fixed Wing Multi-Engine,DEHAVILLAND,04/30/2030,Turbo-prop,None,Government,No,A0A8A6,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705,None,P&W CANADA,PT6A-60A,02/23/1984,None,Standard,Normal,No,Valid,803,None,05/31/1984,1984,50124246
N142Z,USDA FOREST SERVICE,SD3-60 SHERPA,Fixed Wing Multi-Engine,SHORT BROS,11/30/2027,Turbo-prop,None,Government,No,A0AC5D,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-65AR,09/12/2018,None,Standard,Transport,No,Valid,SH3421,None,11/20/2014,1985,50126135
N149Z,USDA FOREST SERVICE,200C,Fixed Wing Multi-Engine,BEECH,10/31/2028,Turbo-prop,None,Government,No,A0C65E,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705,None,P&W,PT6A SER,09/16/1985,None,Standard,Normal,No,Valid,BL-124,None,11/13/1985,1985,50143136
N444DF,USDA FOREST SERVICE,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,09/30/2027,Turbo-prop,None,Government,No,A559CA,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,151654,None,09/23/2020,None,51254712
N106FS,USDA FOREST SERVICE,DHC-2 MK. I(L20A),Fixed Wing Single-Engine,DEHAVILLAND,04/30/2030,Reciprocating,None,Government,No,A01B8C,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P & W,R-985-AN-1,04/22/2008,None,Standard,Normal,No,Valid,477,None,05/06/2004,1952,50015614
N107NJ,USDA FOREST SERVICE,UH-1H,Rotorcraft,BELL,01/31/2030,Turbo-shaft,None,Government,No,A01FEA,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,13682,None,02/24/2010,None,50017752
N107Z,USDA FOREST SERVICE,209,Rotorcraft,BELL,01/31/2027,Turbo-shaft,None,Government,No,A020F4,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,22342,None,04/30/2004,None,50020364
N109Z,USDA FOREST SERVICE,209,null,BELL,null,null,None,Government,null,A02862,null,FIRE & AVIATION,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,null,None,None,None,null,Unknown,None,No,null,20854,None,04/24/2003,null,50024142
N110Z,USDA FOREST SERVICE,SD3-60 SHERPA,Fixed Wing Multi-Engine,SHORT BROS,11/30/2028,Turbo-prop,None,Government,No,A02E72,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-65AR,03/26/2020,None,Standard,Transport,No,Valid,SH3409,None,11/15/2018,1984,50027162
N125Z,USDA FOREST SERVICE,KODIAK 100,Fixed Wing Single-Engine,QUEST AIRCRAFT COMPANY LLC,03/31/2028,Turbo-prop,None,Government,No,A06884,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-34,09/26/2017,None,Standard,Normal,No,Valid,100-0226,None,03/20/2018,2017,50064204
N141Z,USDA FOREST SERVICE,DHC-6-300,Fixed Wing Multi-Engine,DEHAVILLAND,04/30/2030,Turbo-prop,None,Government,No,A0A8A6,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705,None,P&W CANADA,PT6A-60A,02/23/1984,None,Standard,Normal,No,Valid,803,None,05/31/1984,1984,50124246
N148Z,USDA FOREST SERVICE,SD3-60 SHERPA,Fixed Wing Multi-Engine,SHORT BROS,11/30/2027,Turbo-prop,None,Government,No,A0C2A7,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-65AR,04/05/2018,None,Standard,Transport,No,Valid,SH3428,None,11/20/2014,1998,50141247
N151Z,USDA FOREST SERVICE,SD3-60,Fixed Wing Multi-Engine,SHORT BROS,11/30/2027,Turbo-prop,None,Government,No,A0D025,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,SH3407,None,11/20/2014,None,50150045
N160Z,USDA FOREST SERVICE,KODIAK 100,Fixed Wing Single-Engine,QUEST AIRCRAFT COMPANY LLC,03/31/2028,Turbo-prop,None,Government,No,A0F3ED,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-34,10/03/2017,None,Standard,Normal,No,Valid,100-0227,None,03/15/2018,2017,50171755
N161Z,USDA FOREST SERVICE,SD3-60 SHERPA,Fixed Wing Multi-Engine,SHORT BROS,09/30/2027,Turbo-prop,None,Government,No,A0F7A4,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-65AR,04/23/2016,None,Standard,Transport,No,Valid,SH3412,None,09/16/2014,1997,50173644
N174Z,USDA FOREST SERVICE,SD3-60 SHERPA,Fixed Wing Multi-Engine,SHORT BROS,06/30/2028,Turbo-prop,None,Government,No,A12A48,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-65AR,09/12/2019,None,Standard,Transport,No,Valid,SH3410,None,06/11/2018,1984,50225110
N176Z,USDA FOREST SERVICE,SD3-60 SHERPA,Fixed Wing Multi-Engine,SHORT BROS,06/30/2028,Turbo-prop,None,Government,No,A131B6,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-65AR,11/29/2018,None,Standard,Transport,No,Valid,SH3411,None,06/05/2018,1997,50230666
N192Z,USDA FOREST SERVICE,BEAVER DHC-2 MK.1,Fixed Wing Single-Engine,DEHAVILLAND,01/31/2030,Reciprocating,None,Government,No,A171D8,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705,None,P&W,R-985 SERIES,05/02/2002,None,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,1347,None,03/02/1959,1959,50270730
N193Z,USDA FOREST SERVICE,BEAVER DHC-2 MK.1,Fixed Wing Single-Engine,DEHAVILLAND,01/31/2030,Reciprocating,None,Government,No,A1758F,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W,R-985 SERIES,05/02/2002,None,Standard-Restricted,"Forest, Aerial Advertising, Agriculture and Pest Control",No,Valid,1162,None,04/29/1974,1957,50272617
N242KC,USDA FOREST SERVICE,UH-1H,Rotorcraft,BELL,04/30/2029,Turbo-shaft,None,Government,No,A23851,NO,5642 VICTOR ST,BAKERSFIELD,KERN,UNITED STATES,CALIFORNIA,93308-4056,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,6717842,None,01/27/1999,None,50434121
N407KC,USDA FOREST SERVICE,UH-1H,Rotorcraft,BELL,04/30/2028,Turbo-shaft,None,Government,No,A4C786,NO,5642 VICTOR ST,BAKERSFIELD,KERN,UNITED STATES,CALIFORNIA,93308-4056,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-16401,None,09/02/1998,None,51143606
N444DF,USDA FOREST SERVICE,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,09/30/2027,Turbo-prop,None,Government,No,A559CA,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,151654,None,09/23/2020,None,51254712
N64835,USDA FOREST SERVICE,305A,Fixed Wing Single-Engine,CESSNA,02/28/2030,Reciprocating,None,Government,No,A885D2,NO,87 AIRPORT RD,OLD TOWN,PENOBSCOT,UNITED STATES,MAINE,04468-1312,None,CONT MOTOR,O-470 SERIES,04/12/2011,None,Standard,Utility,No,Valid,22470,None,02/28/2014,1951,52102722
N805NC,USDA FOREST SERVICE - FEPP,T-34C,Fixed Wing Single-Engine,BEECH,03/31/2030,Turbo-prop,None,Government,No,AAF59F,NO,1616 MAIL SERVICE CTR,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1600,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,162641,None,03/10/2017,None,52572637
N436DF,USDA FOREST SERVICE - FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2029,Turbo-prop,None,Government,No,A539B9,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,152337,None,01/15/2013,2001,51234671
N458DF,USDA FOREST SERVICE - FEPP,S-2G,Fixed Wing Multi-Engine,GRUMMAN,12/31/2027,Reciprocating,None,Government,No,A59025,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,0341018,None,12/19/2017,None,51310045
N436DF,USDA FOREST SERVICE - FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2029,Turbo-prop,None,Government,No,A539B9,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,152337,None,01/15/2013,2001,51234671
N458DF,USDA FOREST SERVICE - FEPP,S-2G,Fixed Wing Multi-Engine,GRUMMAN,12/31/2027,Reciprocating,None,Government,No,A59025,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,0341018,None,12/19/2017,None,51310045
N430DF,USDA FOREST SERVICE FEEP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,06/30/2028,Turbo-prop,None,Government,No,A5236F,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,305127A60,None,06/22/2015,None,51221557
N755W,USDA FOREST SERVICE FEPP,180A,Fixed Wing Single-Engine,CESSNA,08/31/2027,Reciprocating,None,Government,No,AA2E90,NO,C/O ARKANSAS DEPT OF AGRICULTURE,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,CONT MOTOR,O-470 SERIES,04/21/1958,None,Standard,None,No,Valid,50252,None,06/25/1979,1958,52427220
N138FC,USDA FOREST SERVICE FEPP,PA-28-181,Fixed Wing Single-Engine,PIPER,04/30/2029,Reciprocating,None,Government,No,A09969,NO,STATE OF FLORIDA,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,LYCOMING,O&VO-360 SER,03/09/1984,None,Standard,"Utility, Normal",No,Valid,28-8290102,None,12/02/1997,1982,50114551
N395M,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,01/31/2028,Turbo-shaft,None,Government,No,A4966F,NO,C/O DEPT OF NATURAL RESOURCES,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-09662,None,08/17/1992,None,51113157
N398M,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,01/31/2028,Turbo-shaft,None,Government,No,A4A194,NO,C/O DEPT OF NATURAL RESOURCES,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-09984,None,08/17/1992,None,51120624
N105NJ,USDA FOREST SERVICE FEPP,UH-1H (205),Rotorcraft,BELL HELICOPTER CO,11/30/2027,Turbo-shaft,None,Government,No,A0187C,NO,PO BOX 420,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-17071 (9265),None,06/18/1993,None,50014174
N2728X,USDA FOREST SERVICE FEPP,180H,Fixed Wing Single-Engine,CESSNA,10/31/2028,Reciprocating,None,Government,No,A2B170,NO,NEW JERSEY FOREST FIRE SERVICE,TRENTON,MERCER,UNITED STATES,NEW JERSEY,08625-0420,None,CONT MOTOR,O-470 SERIES,04/30/1973,None,Restricted,Agriculture and Pest Control,No,Valid,18051528,None,10/26/1988,1965,50530560
N481DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A5ECA1,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,72-21619,None,06/05/1995,None,51366241
N491DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,04/30/2030,Turbo-shaft,None,Government,No,A61420,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15858,None,05/26/1999,None,51412040
N481DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A5ECA1,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,72-21619,None,06/05/1995,None,51366241
N491DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,04/30/2030,Turbo-shaft,None,Government,No,A61420,NO,CA DEPT FORESTRY/FIRE PROTECTION,MCCELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15858,None,05/26/1999,None,51412040
N804NC,USDA FOREST SERVICE FEPP,T-34C,Fixed Wing Single-Engine,BEECH,03/31/2030,Turbo-prop,None,Government,No,AAF1E8,NO,1616 MAIL SERVICE CTR,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1600,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,161809,None,03/10/2017,None,52570750
N120FC,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,09/30/2029,Turbo-shaft,None,Government,No,A05432,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-16260,None,01/26/2004,None,50052062
N125FC,USDA FOREST SERVICE FEPP,UH-1V,Rotorcraft,BELL,08/31/2027,Turbo-shaft,None,Government,No,A066C5,NO,3266 CAPITAL CIR SW,TALLAHASSEE,LEON,UNITED STATES,FLORIDA,32310-8723,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-16439,None,08/08/2017,None,50063305
N499DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A631D8,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,71-20022,None,06/05/1995,None,51430730
N493DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,01/31/2029,Turbo-shaft,None,Government,No,A61B8E,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,12001,None,12/05/1991,None,51415616
N495DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,10/31/2029,Turbo-shaft,None,Government,No,A622FC,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,12218,None,03/27/1992,None,51421374
N497DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,10/31/2027,Turbo-shaft,None,Government,No,A62A6A,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,11533,None,07/21/1993,None,51425152
N490DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,07/31/2027,Turbo-shaft,None,Government,No,A61069,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,70-15765,None,06/05/1995,None,51410151
N488DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,01/31/2028,Turbo-shaft,None,Government,No,A606A2,NO,5500 PRICE AVE,MCCLELLAN,YOLO,UNITED STATES,CALIFORNIA,95652-2438,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15239,None,08/22/1994,None,51403242
N494DF,USDA FOREST SERVICE FEPP,EH-1X,Rotorcraft,BELL,01/31/2029,Turbo-shaft,None,Government,No,A61F45,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,11303,None,12/05/1991,None,51417505
N498DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/2027,Turbo-shaft,None,Government,No,A62E21,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,69-15865,None,07/21/1993,None,51427041
N489DF,USDA FOREST SERVICE FEPP,EH-1X,Rotorcraft,BELL,04/30/2029,Turbo-shaft,None,Government,No,A60A59,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,12224,None,01/16/1991,None,51405131
N496DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,10/31/2029,Turbo-shaft,None,Government,No,A626B3,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,69-15676,None,03/27/1992,None,51423263
N427DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A515F1,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,153570,None,08/30/2000,2001,51212761
N432DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A52ADD,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,149268,None,08/30/2000,None,51225335
N435DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A53602,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,153573,None,02/01/2000,2001,51233002
N437DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A53D70,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,149848,None,02/01/2000,None,51236560
N439DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A544DE,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,AIRESEARCH,TPE331 SERIES,03/07/2003,None,Restricted,Forest,No,Valid,149854,None,02/01/2000,2002,51242336
N431DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,10/31/2027,Turbo-prop,None,Government,No,A52726,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,149265,None,07/11/2000,2001,51223446
N445DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2027,Turbo-prop,None,Government,No,A55D81,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,03/04/2004,None,Restricted,Forest,No,Valid,152345,None,06/19/2002,2004,51256601
N422DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A5035E,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,152817,None,08/30/2001,2001,51201536
N424DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A50ACC,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,152820,None,08/30/2001,2001,51205314
N438DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A54127,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,151640,None,02/01/2000,None,51240447
N433DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A52E94,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,149855,None,02/01/2000,None,51227224
N426DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A5123A,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,01/13/2005,None,Restricted,Forest,No,Valid,152824,None,08/30/2000,1999,51211072
N425DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A50E83,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,03/16/2005,None,Restricted,Forest,No,Valid,152825,None,08/30/2001,1999,51207203
N434DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A5324B,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,153579,None,02/01/2000,None,51231113
N428DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,01/31/2028,Turbo-prop,None,Government,No,A519A8,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,443262,None,08/30/2000,None,51214650
N450DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2028,Turbo-prop,None,Government,No,A5726D,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,05/05/2005,None,Restricted,Forest,No,Valid,152341,None,10/10/2003,2005,51271155
N442DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2028,Turbo-prop,None,Government,No,A5525C,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,05/04/2006,None,Experimental,"To show compliance with FAR, Research and Development",No,Valid,152826,None,10/09/2003,2005,51251134
N448DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2028,Turbo-prop,None,Government,No,A568A6,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,03/17/2005,None,Restricted,Forest,No,Valid,152347,None,10/09/2003,2005,51264246
N440DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2027,Turbo-prop,None,Government,No,A54AEE,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-14GR,06/28/2007,None,Restricted,Forest,No,Valid,149873,None,06/19/2002,2001,51245356
N441DF,USDA FOREST SERVICE FEPP,S-2F3AT,Fixed Wing Multi-Engine,MARSH AVIATION,07/31/2029,Turbo-prop,None,Government,No,A54EA5,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,HONEYWELL,TPE331-SER,09/12/2003,None,Restricted,Forest,No,Valid,152808,None,02/10/1999,2003,51247245
N410DF,USDA FOREST SERVICE FEPP,OV-10A,Fixed Wing Multi-Engine,NORTH AMERICAN,04/30/2028,Turbo-prop,None,Government,No,A4D471,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,305158M82,None,09/06/1996,None,51152161
