flight_numbers,reg_owner_name,model,type_aircraft,manufacturing_name,exp_date,eng_type,date_change_authorized,type_registration,dealer,mode_S_code_16,fractional_owner,street,city,county,country,state,zip_code,type_certificate_data_sheet,engine_manufacturer,engine_model,awdate,type_certificate_holder,classification,category,exception_code,status,serial_number,pending_number_change,certificate_issue_date,mfr_year,mode_S_code_8,Main Gear Config
N497DF,USDA FOREST SERVICE FEPP,EH-1H,Rotorcraft,BELL,10/31/27,Turbo-shaft,None,Government,No,A62A6A,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,11533,None,7/21/93,None,51425152,
N498DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,10/31/27,Turbo-shaft,None,Government,No,A62E21,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,NONE,NONE,None,None,Unknown,None,No,Valid,69-15865,None,7/21/93,None,51427041,
N499DF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,7/31/27,Turbo-shaft,None,Government,No,A631D8,NO,5500 PRICE AVE,MCCLELLAN,SACRAMENTO,UNITED STATES,CALIFORNIA,95652-2421,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,71-20022,None,6/5/95,None,51430730,
N5182F,USDA FOREST SERVICE FEPP,172F,Fixed Wing Single-Engine,CESSNA,4/30/30,Reciprocating,None,Government,No,A681CB,NO,1616 MAIL SERVICE CTR,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1600,None,CONT MOTOR,0-300 SER,4/7/65,None,Standard,"Utility, Normal",No,Valid,17253116,None,4/20/00,1965,51500713,
N60124,USDA FOREST SERVICE FEPP,UH-1H (205),Rotorcraft,BELL HELICOPTER CO,7/31/28,Turbo-shaft,None,Government,No,A7CDB1,NO,1616 MAIL SERVICE CTR,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1600,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,10419,None,10/28/97,None,51746661,
N6312B,USDA FOREST SERVICE FEPP,182A,Fixed Wing Single-Engine,CESSNA,10/31/27,Reciprocating,None,Government,No,A84413,NO,PO BOX 201601,HELENA,LEWIS AND CLARK,UNITED STATES,MONTANA,59620-1601,None,CONT MOTOR,O-470 SERIES,10/31/61,None,Standard-Restricted,"Agriculture and Pest Control, Aerial Advertising, Agriculture and Pest Control",No,Valid,34212,None,7/23/79,1957,52042023,
N6611M,USDA FOREST SERVICE FEPP,182P,Fixed Wing Single-Engine,CESSNA,5/31/27,Reciprocating,None,Government,No,A8BA77,NO,PO BOX 21707,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29221-1707,None,CONT MOTOR,O-470 SERIES,None,None,Standard,None,No,Valid,18263777,None,5/20/85,1975,52135167,
N777SF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,8/31/29,Turbo-shaft,None,Government,No,AA849E,NO,2301 FIREBRAND CIR,MINDEN,DOUGLAS,UNITED STATES,NEVADA,89423,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,12220,None,2/27/01,None,52502236,
N8198R,USDA FOREST SERVICE FEPP,R172E,Fixed Wing Single-Engine,CESSNA,1/31/28,Reciprocating,None,Government,No,AB2E4B,NO,198 AIRPORT RD,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,NONE,NONE,None,None,Unknown,None,No,Valid,R1720158,None,8/22/83,None,52627113,
N87767,USDA FOREST SERVICE FEPP,R172E,Fixed Wing Single-Engine,CESSNA,1/31/28,Reciprocating,None,Government,No,AC13A1,NO,198 AIRPORT RD,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,CONT MOTOR,IO-360 SER,4/18/83,None,Standard,Normal,No,Valid,R1720105,None,8/22/83,1967,53011641,
N904AK,USDA FOREST SERVICE FEPP,DHC-2 MK. I(L20A),Fixed Wing Single-Engine,DEHAVILLAND,5/31/28,Reciprocating,None,Government,No,AC7E12,NO,101 AIRPORT RD,PALMER,MATANUSKA SUSITNA DV,UNITED STATES,ALASKA,99645-6445,None,P&W,R-985 SERIES,9/10/85,None,Standard,Normal,No,Valid,1266,None,9/9/95,1958,53077022,
N915MF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,8/31/27,Turbo-shaft,None,Government,No,ACAA57,NO,STATE HOUSE STATION 22,AUGUSTA,KENNEBEC,UNITED STATES,MAINE,4333,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-9750,None,6/9/90,None,53125127,
N925MF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,4/30/29,Turbo-shaft,None,Government,No,ACD1D6,NO,87 AIRPORT RD,OLD TOWN,PENOBSCOT,UNITED STATES,MAINE,04468-1312,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,65-9871,None,1/16/90,None,53150726,
N935MF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,7/31/29,Turbo-shaft,None,Government,No,ACF955,NO,87 AIRPORT RD,OLD TOWN,PENOBSCOT,UNITED STATES,MAINE,04468-1312,None,NONE,NONE,None,None,Unknown,None,No,Valid,65-9836,None,2/3/93,None,53174525,
N955MF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,5/31/29,Turbo-shaft,None,Government,No,AD4853,NO,87 AIRPORT RD,OLD TOWN,PENOBSCOT,UNITED STATES,MAINE,04468-1312,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,69-15213,None,1/16/92,None,53244123,
N965MF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,5/31/29,Turbo-shaft,None,Government,No,AD6FD2,NO,87 AIRPORT RD,OLD TOWN,PENOBSCOT,UNITED STATES,MAINE,04468-1312,None,NONE,NONE,None,None,Unknown,None,No,Valid,66-16070,None,1/27/93,None,53267722,
N98188,USDA FOREST SERVICE FEPP,172E,Fixed Wing Single-Engine,CESSNA,4/30/30,Reciprocating,None,Government,No,ADB26C,NO,5500 BROAD RIVER RD,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29221,None,NONE,NONE,None,None,Unknown,None,No,Valid,R1720077,None,5/12/10,None,53331154,
N987SF,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,9/30/27,Turbo-shaft,None,Government,No,ADC6BB,NO,2301 FIREBRAND RD,MINDEN,DOUGLAS,UNITED STATES,NEVADA,89423-8930,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-16639,None,5/8/00,None,53343273,
N9979,USDA FOREST SERVICE FEPP,R172E,Fixed Wing Single-Engine,CESSNA,9/30/22,Reciprocating,None,Government,No,ADF037,NO,198 AIRPORT RD,MALVERN,HOT SPRING,UNITED STATES,ARKANSAS,72104-6052,None,Unknown,Unknown,None,None,Unknown,None,No,Expired,R1720024,None,2/5/80,1967,53370067,
N9997F,USDA FOREST SERVICE FEPP,R172E,Fixed Wing Single-Engine,CESSNA,3/31/30,Reciprocating,None,Government,No,ADF765,NO,PO BOX 21707,COLUMBIA,RICHLAND,UNITED STATES,SOUTH CAROLINA,29221-1707,None,CONT MOTOR,IO-360 SER,1/22/97,None,Standard,"Utility, Normal",No,Valid,R1720247,None,3/10/97,1967,53373545,
N29FC,USDA FOREST SERVICE FEPP,U206C,Fixed Wing Single-Engine,CESSNA,11/30/28,Reciprocating,None,Government,No,A2F3A1,NO,NC FOREST SERVICE,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1600,None,CONT MOTOR,IO 520 SERIES,9/9/68,None,Standard,Normal,No,Valid,U206-1191,None,11/14/78,1968,50571641,
N6132N,USDA FOREST SERVICE FEPP,UH-1H,Rotorcraft,BELL,9/30/29,Turbo-shaft,None,Government,No,A7FC8E,NO,STATE OF NORTH CAROLINA,RALEIGH,WAKE,UNITED STATES,NORTH CAROLINA,27699-1615,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,66-16040,None,1/16/98,None,51776216,
N163Z,USDA FOREST SERVICE FIRE & AVIATION,SD3-60 SHERPA,Fixed Wing Multi-Engine,SHORT BROS,9/30/27,Turbo-prop,None,Government,No,A0FF12,NO,3833 S DEVELOPMENT AVE,BOISE,ADA,UNITED STATES,IDAHO,83705-5354,None,P&W CANADA,PT6A-65AR,2/5/16,None,Standard,Transport,No,Valid,SH3414,None,9/29/14,1997,50177422,
N408KC,USDA FOREST SERVICE-FEPP,UH-1H,Rotorcraft,BELL,3/31/28,Turbo-shaft,None,Government,No,A4CB3D,NO,5642 VICTOR ST STE 93312,BAKERSFIELD,KERN,UNITED STATES,CALIFORNIA,93308-4056,None,Unknown,Unknown,None,None,Unknown,None,No,Valid,67-17725,None,3/17/21,None,51145475,
N811AP,WAGON LEASING LLC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,5/31/29,Turbo-prop,None,LLC,No,AB0D21,NO,2900 BROWNS LN,JONESBORO,CRAIGHEAD,UNITED STATES,ARKANSAS,72401-7237,None,P&W CANADA,PT6A-67F,9/29/20,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0855,None,5/18/22,2020,52606441,S
N163AC,WELLS FARGO TRUST CO NA TRUSTEE,S-64F,Rotorcraft,SIKORSKY,7/31/27,Turbo-shaft,None,Corporation,No,A0FCD6,NO,299 S MAIN ST 5TH FLOOR,SALT LAKE CITY,SALT LAKE,UNITED STATES,UTAH,84111,None,P & W,JFTD12A SER,3/22/93,None,Standard,Transport,No,Valid,64093,None,7/21/14,1993,50176326,
N119JW,WESTERN PILOT SERVICE INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,5/31/27,Turbo-prop,None,Corporation,No,A04E7F,NO,2951 MARINA BAY DR # 1130-431,LEAGUE CITY,GALVESTON,UNITED STATES,TEXAS,77573-2735,None,P&W CANADA,PT6A-67AG,11/3/10,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0383,None,5/21/14,2010,50047177,S
N398LA,WESTERN PILOT SERVICE INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,4/30/30,Turbo-prop,None,Corporation,No,A4A17C,NO,2951 MARINA BAY DR # 1130-431,LEAGUE CITY,GALVESTON,UNITED STATES,TEXAS,77573-2735,None,P&W CANADA,PT6A-67AG,3/28/07,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0263,None,5/17/07,2007,51120574,S
N870LA,WESTERN PILOT SERVICE INC,AT-802,Fixed Wing Single-Engine,AIR TRACTOR INC,3/31/30,Turbo-prop,None,Corporation,No,ABF751,NO,2951 MARINA BAY DR # 1130-431,LEAGUE CITY,GALVESTON,UNITED STATES,TEXAS,77573-2735,None,P&W CANADA,PT6A-67AG,7/26/07,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802-0270,None,3/24/08,2007,52773521,
N969WP,WESTERN PILOT SERVICE INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,6/30/28,Turbo-prop,None,Corporation,No,AD7F97,NO,2951 MARINA BAY DR # 1130-431,LEAGUE CITY,GALVESTON,UNITED STATES,TEXAS,77573-2735,None,P&W CANADA,PT6A-67F,5/21/18,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0757,None,6/18/18,2018,53277627,S
N830WP,WESTERN PILOT SERVICE INC,AT-802A,Fixed Wing Single-Engine,AIR TRACTOR INC,9/30/28,Turbo-prop,None,Corporation,No,AB5A5C,NO,2951 MARINA BAY DR #1130-431,LEAGUE CITY,GALVESTON,UNITED STATES,TEXAS,77573,None,P&W CANADA,PT6A-67F,3/12/21,None,Restricted,"Forest, Agriculture and Pest Control",No,Valid,802A-0886,None,9/3/21,2021,52655134,S
N441DE,WHIRLD HELICOPTERS INC,R44 II,Rotorcraft,ROBINSON HELICOPTER COMPANY,4/30/30,Reciprocating,None,LLC,No,A54EA4,NO,113 HELICOPTER RIDE BLVD,SEVIERVILLE,SEVIER,UNITED STATES,TENNESSEE,37876-1593,H11NM,LYCOMING,IO-540 SER,5/10/06,ROBINSON HELICOPTER CO,Standard,Normal,Yes,Valid,11249,None,4/22/20,2006,51247244,
N9696W,WITHROTOR AVIATION INC,S-61A,Rotorcraft,SIKORSKY,7/31/28,Turbo-shaft,None,Corporation,No,AD80D4,NO,PO BOX 653,LAKEVIEW,LAKE,UNITED STATES,OREGON,97630-0025,None,GE,CT58-140-1,4/28/08,None,Restricted,"Other, Carriage of Cargo, Forest, Aerial Surveying, Agriculture and Pest Control",No,Valid,61147,None,7/25/12,1960,53300324,
N42CU,UC HELITANKER 1 LLC,CH-47D,Rotorcraft,BOEING,12/31/27,Turbo-shaft,None,LLC,No,A4F98B,NO,680 S LEMON AVE STE A,CITY OF INDUSTRY,LOS ANGELES,UNITED STATES,CALIFORNIA,91789-2934,None,HONEYWELL,T55-GA-714A,9/20/20,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,91-0270,None,12/7/20,1991,51174613,
N43CU,UC HELITANKER 1 LLC,CH-47D,Rotorcraft,BOEING,8/31/29,Turbo-shaft,None,LLC,No,A5210A,NO,45 E HUNTINGTON DR STE B,ARCADIA,LOS ANGELES,UNITED STATES,CALIFORNIA,91006-7078,None,HONEYWELL,T55-GA-714A,4/19/21,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,90-0182,None,8/15/19,1990,51220412,
N62CU,UC HELITANKER 1 LLC,UH-60A,Rotorcraft,SIKORSKY,2/28/30,Turbo-shaft,None,LLC,No,A81429,NO,45 E HUNTINGTON DR STE B,ARCADIA,LOS ANGELES,UNITED STATES,CALIFORNIA,91006-7078,None,GE,T700-GE-700,8/6/19,None,Restricted,"Other, Forest, Agriculture and Pest Control",No,Valid,80-23479,None,2/7/20,1980,52012051,
